Gene name	TranscriptID	Chromosome	Transcript length	GC Content	GC Stretch	Missing exon	Deleted exon	TOGA status
LOC100919394	XM_031945862.1	NC_045426.1	1872	54.91	3.90598290598291	No	No	I
LOC100919403	XM_012544535.3	NC_045428.1	201	54.73	4.58333333333333	No	No	I
LOC100919410	XM_003764667.2	NC_045428.1	942	52.87	3.73214285714286	No	No	L
LOC100919431	XM_003769871.2	NC_045429.1	2175	47.49	3.77570093457944	No	No	I
LOC100919432	XM_031967602.1	NC_045429.1	642	54.36	4	No	No	I
LOC100919449	XM_031956424.1	NC_045427.1	639	51.80	4.20588235294118	No	No	I
LOC100919463	XM_031951945.1	NC_045427.1	942	55.52	4.05172413793103	No	No	I
LOC100919466	XM_003757851.4	NC_045427.1	873	39.75	3.55	No	No	I
LOC100919502	XM_031962964.1	NC_045428.1	1200	69.25	5.36842105263158	No	No	I
LOC100919505	XM_003765643.4	NC_045428.1	969	39.53	3.25925925925926	No	No	I
LOC100919517	XM_031936897.1	NC_045429.1	591	42.98	3.78260869565217	No	No	I
LOC100919523	XM_003769128.3	NC_045429.1	1404	35.61	3.25714285714286	No	No	I
LOC100919534	XM_031939396.1	NC_045430.1	978	37.73	3.17391304347826	No	No	I
LOC100919547	XM_012553085.2	NC_045431.1	930	45.38	3.70588235294118	No	No	I
LOC100919548	XM_003774576.3	NC_045431.1	996	50.70	3.81967213114754	Yes	No	M
LOC100919594	XM_023501325.2	NC_045428.1	3114	65.96	4.71374045801527	Yes	No	M
LOC100919622	XM_012552403.3	NC_045431.1	675	59.85	4.25	Yes	No	M
LOC100919623	XM_031956672.1	NC_045427.1	942	39.28	3.25	No	No	I
LOC100919631	XM_003755743.2	NC_045427.1	939	40.15	3.33333333333333	No	No	I
LOC100919640	XM_031944637.1	NC_045432.1	1824	60.42	4.24113475177305	Yes	No	M
LOC100919646	XM_012540278.1	NC_045427.1	933	45.55	3.55	No	No	I
LOC100919651	XM_031946592.1	NC_045426.1	537	39.29	3.64285714285714	No	No	I
LOC100919663	XM_003762945.4	NC_045426.1	495	44.44	3.77272727272727	No	No	I
LOC100919664	XM_003763197.3	NC_045426.1	1527	48.92	3.55072463768116	Yes	No	M
LOC100919671	XM_003764002.3	NC_045428.1	315	37.14	3.75	No	No	I
LOC100919684	XM_012547367.3	NC_045428.1	969	61.82	4.18181818181818	No	No	I
LOC100919698	XM_031967604.1	NC_045429.1	1731	58.81	5.28181818181818	No	No	I
LOC100919701	XM_031940041.1	NC_045430.1	471	56.26	3.56666666666667	Yes	No	PM
LOC100919708	XM_003772667.2	NC_045430.1	960	49.06	3.43859649122807	No	No	UL
LOC100919713	XM_012553836.3	NC_045427.1	636	56.60	3.98	No	No	I
LOC100919718	XM_003774444.2	NC_045431.1	930	44.52	3.56410256410256	No	No	UL
LOC100919756	XM_012545117.3	NC_045428.1	930	40.86	3.3	No	No	I
LOC100919790	XM_003771782.4	NC_045430.1	1584	42.23	3.40350877192982	No	No	I
LOC100919807	XM_012553087.1	NC_045431.1	945	42.96	3.65714285714286	No	No	UL
LOC100919810	XM_031945061.1	NC_045432.1	2550	50.55	4.65441176470588	Yes	No	PI
LOC100919816	XM_003756658.3	NC_045427.1	2373	46.57	3.68269230769231	Yes	No	M
LOC100919822	XM_003758150.4	NC_045427.1	246	47.97	3.64285714285714	No	No	I
LOC100919825	XM_023495580.2	NC_045427.1	2343	47.97	3.66346153846154	No	No	L
LOC100919856	XM_031959380.1	NC_045428.1	1560	43.53	3.45833333333333	No	No	I
LOC100919888	XM_003773764.1	NC_045431.1	930	41.72	3.78125	No	No	UL
LOC100919909	XM_023495014.1	NC_045427.1	927	39.91	3.28125	No	No	L
LOC100919934	XM_031961406.1	NC_045428.1	639	35.68	3.4375	No	No	I
LOC100919937	XM_003764669.1	NC_045428.1	966	57.04	4.3015873015873	No	No	I
LOC100919938	XM_003764744.2	NC_045428.1	954	44.13	3.61702127659574	No	No	I
LOC100919948	XM_003768032.4	NC_045429.1	333	45.05	3.61538461538462	No	No	I
LOC100919950	XM_003768281.2	NC_045429.1	456	63.82	4	Yes	No	M
LOC100919979	XM_003774445.2	NC_045431.1	930	46.34	3.51162790697674	No	No	UL
LOC100919989	XM_003757773.4	NC_045427.1	387	55.04	4.06896551724138	No	No	I
LOC100919991	XM_003757923.4	NC_045427.1	300	44.00	3.8	No	No	I
LOC100919998	XM_003759148.2	NC_045427.1	939	38.45	3.56666666666667	No	No	I
LOC100920022	XM_012545417.2	NC_045428.1	936	42.95	3.375	Yes	No	M
LOC100920033	XM_031957223.1	NC_045428.1	927	40.56	3.51724137931034	No	No	I
LOC100920054	XM_031938950.1	NC_045430.1	1446	39.35	3.55102040816327	No	No	I
LOC100920101	XM_031948309.1	NC_045426.1	837	51.61	3.85294117647059	No	No	I
LOC100920109	XM_031942112.1	NC_045426.1	5136	41.90	3.50276243093923	No	No	I
LOC100920137	XM_031940418.1	NC_045430.1	3945	42.03	3.57142857142857	No	No	I
LOC100920148	XM_003773765.1	NC_045431.1	930	41.72	3.51851851851852	No	No	I
LOC100920163	XM_031945108.1	NC_045432.1	1047	54.54	3.8169014084507	No	No	I
LOC100920166	XM_012553849.1	NC_045427.1	261	53.26	3.81818181818182	No	No	UL
LOC100920170	XM_003758376.1	NC_045427.1	951	42.69	3.64516129032258	Yes	No	I
LOC100920181	XM_031945663.1	NC_045426.1	942	57.11	4	No	No	I
LOC100920186	XM_031945318.1	NC_045426.1	669	66.52	4.66129032258065	No	No	I
LOC100920199	XM_003764745.1	NC_045428.1	939	52.82	3.82692307692308	No	No	I
LOC100920211	XM_003768033.4	NC_045429.1	279	42.29	3.25	No	No	I
LOC100920213	XM_031966249.1	NC_045429.1	465	61.08	3.81818181818182	No	No	I
LOC100920247	XM_023504713.2	NC_045427.1	1233	41.85	3.33333333333333	No	No	I
LOC100920261	XM_003759335.2	NC_045429.1	5817	42.91	3.42307692307692	No	No	I
LOC100920270	XM_003761636.4	NC_045426.1	1551	37.07	3.30769230769231	No	No	I
LOC100920272	XM_031945412.1	NC_045426.1	6663	52.15	3.7511961722488	Yes	No	M
LOC100920296	XM_023501095.2	NC_045428.1	897	47.27	3.57142857142857	No	No	I
LOC100920300	XM_003766935.3	NC_045428.1	921	41.69	3.36666666666667	Yes	No	UL
LOC100920345	XM_003756896.4	NC_045427.1	1707	55.07	3.61344537815126	No	No	I
LOC100920374	XM_012545600.2	NC_045428.1	696	64.80	4.79661016949153	No	No	UL
LOC100920392	XM_031968210.1	NC_045429.1	7458	40.33	3.47368421052632	Yes	No	I
LOC100920400	XM_031939356.1	NC_045430.1	5061	44.79	3.50925925925926	No	No	I
LOC100920416	XM_003755822.1	NC_045427.1	942	45.33	3.62162162162162	No	No	I
LOC100920426	XM_031954536.1	NC_045427.1	303	58.75	4	No	No	UL
LOC100920430	XM_012540280.1	NC_045427.1	942	43.52	3.825	No	No	I
LOC100920443	XM_023497787.2	NC_045426.1	873	49.60	3.66666666666667	No	No	I
LOC100920453	XM_031960263.1	NC_045428.1	678	39.97	3.94117647058824	No	No	I
LOC100920459	XM_031957255.1	NC_045428.1	963	46.83	3.66666666666667	Yes	No	M
LOC100920469	XM_003768034.2	NC_045429.1	327	49.24	4.125	No	No	I
LOC100920471	XM_031966250.1	NC_045429.1	435	60.46	3.75	Yes	No	M
LOC100920490	XM_031937962.1	NC_045430.1	1356	50.74	3.59420289855072	Yes	No	M
LOC100920521	XM_012541284.3	NC_045426.1	1500	35.13	3.30555555555556	No	No	I
LOC100920534	XM_003762475.4	NC_045426.1	1917	53.83	3.875	No	No	I
LOC100920543	XM_003764819.1	NC_045428.1	972	42.90	3.28571428571429	No	No	UL
LOC100920547	XM_031963349.1	NC_045428.1	1539	38.34	3.28888888888889	No	No	I
LOC100920562	XM_003767573.4	NC_045429.1	1350	54.52	3.9875	Yes	No	PI
LOC100920597	XM_031944721.1	NC_045432.1	804	55.85	4	No	No	I
LOC100920598	XM_012551272.3	NC_045427.1	2373	46.14	3.57446808510638	Yes	No	M
LOC100920600	XM_031953637.1	NC_045427.1	3264	51.96	3.76344086021505	Yes	No	PI
LOC100920614	XM_012541582.3	NC_045426.1	405	46.67	3.46153846153846	No	No	I
LOC100920627	XM_031946929.1	NC_045426.1	1917	40.22	3.33823529411765	No	No	I
LOC100920666	XM_003773767.1	NC_045431.1	930	37.20	3.25	No	No	I
LOC100920670	XM_031942530.1	NC_045431.1	1821	64.25	4.71974522292994	Yes	No	PM
LOC100920674	XM_023498723.2	NC_045427.1	906	38.52	3.39130434782609	Yes	No	I
LOC100920675	XM_003755823.2	NC_045427.1	948	45.36	3.33333333333333	No	No	UL
LOC100920676	XM_003774642.2	NC_045431.1	960	47.29	3.75	No	No	I
LOC100920690	XM_003758378.1	NC_045427.1	936	43.06	3.33333333333333	No	No	I
LOC100920704	XM_012543242.2	NC_045426.1	831	54.03	3.85185185185185	No	No	I
LOC100920721	XM_003764747.4	NC_045428.1	963	46.52	3.625	Yes	No	M
LOC100920733	XM_031966248.1	NC_045429.1	465	60.65	3.80645161290323	Yes	No	M
LOC100920764	XM_012553247.2	NC_045432.1	2031	51.99	4.36	Yes	No	M
LOC100920799	XM_031951257.1	NC_045426.1	252	57.14	4.27777777777778	Yes	No	M
LOC100920815	XM_003766452.3	NC_045428.1	942	44.48	3.46341463414634	No	No	L
LOC100920817	XM_031964110.1	NC_045428.1	2742	43.91	3.66412213740458	No	No	I
LOC100920848	XM_003773843.1	NC_045431.1	924	38.42	3.5	No	No	I
LOC100920855	XM_012547043.3	NC_045427.1	342	44.15	3.28571428571429	No	No	I
LOC100920858	XM_031953421.1	NC_045427.1	2364	46.15	3.70408163265306	No	No	I
LOC100920866	XM_031949387.1	NC_045427.1	750	44.40	3.41666666666667	No	No	I
LOC100920897	XM_012546371.3	NC_045428.1	1092	54.12	3.95714285714286	No	No	I
LOC100920922	XM_003772473.1	NC_045430.1	939	39.72	3.25806451612903	No	No	L
LOC100920926	XM_031956420.1	NC_045427.1	726	53.44	3.69767441860465	Yes	No	PI
LOC100920932	XM_003755747.2	NC_045427.1	921	39.52	3.38461538461538	No	No	I
LOC100920933	XM_003755824.1	NC_045427.1	957	45.14	3.30769230769231	No	No	I
LOC100920968	XM_003763268.1	NC_045426.1	558	48.21	3.5	Yes	No	M
LOC100920969	XM_003763411.4	NC_045428.1	831	49.22	4.08108108108108	No	No	I
LOC100920979	XM_031962055.1	NC_045428.1	1110	48.02	3.30188679245283	No	No	I
LOC100921010	XM_012551635.3	NC_045430.1	6342	52.10	3.73936170212766	No	No	I
LOC100921024	XM_003774789.1	NC_045432.1	930	45.81	3.58333333333333	No	No	I
LOC100921066	XM_003764821.1	NC_045428.1	972	45.58	3.57777777777778	No	No	I
LOC100921070	XM_031963347.1	NC_045428.1	1665	39.16	3.16666666666667	No	No	I
LOC100921078	XM_003766525.2	NC_045428.1	930	47.20	3.6304347826087	No	No	I
LOC100921085	XM_023501887.2	NC_045429.1	918	55.56	4.23809523809524	No	No	I
LOC100921108	XM_031941921.1	NC_045431.1	939	39.30	3.39285714285714	No	No	I
LOC100921110	XM_003773844.1	NC_045431.1	939	42.28	3.625	No	No	I
LOC100921115	XM_023506783.2	NC_045431.1	924	40.48	3.36	No	No	I
LOC100921118	XM_003774859.3	NC_045432.1	918	59.15	4.44285714285714	No	No	I
LOC100921120	XM_031953422.1	NC_045427.1	2319	47.09	3.88392857142857	No	No	UL
LOC100921144	XM_012543112.2	NC_045426.1	936	41.77	3.44827586206897	No	No	I
LOC100921185	XM_003771711.1	NC_045430.1	945	44.13	3.41304347826087	No	No	UL
LOC100921186	XM_012551479.3	NC_045430.1	1050	60.95	3.97777777777778	No	No	I
LOC100921188	XM_003772474.1	NC_045430.1	957	39.39	3.44444444444444	No	No	UL
LOC100921191	XM_012552086.3	NC_045431.1	597	59.80	4.625	No	No	I
LOC100921193	XM_003773769.3	NC_045431.1	930	37.31	3.36	No	No	I
LOC100921194	XM_023494184.2	NC_045427.1	591	57.36	3.92857142857143	No	No	I
LOC100921201	XM_003755748.1	NC_045427.1	933	40.30	3.83333333333333	No	No	I
LOC100921220	XM_031965538.1	NC_045429.1	5814	44.75	3.4321608040201	Yes	No	PI
LOC100921247	XM_003764749.2	NC_045428.1	963	47.35	3.39583333333333	No	No	I
LOC100921257	XM_003767884.1	NC_045429.1	939	49.09	3.5	No	No	I
LOC100921268	XM_003770713.1	NC_045429.1	933	45.02	3.37209302325581	No	No	UL
LOC100921289	XM_012553262.1	NC_045432.1	927	49.08	3.56603773584906	No	No	I
LOC100921304	XM_031951057.1	NC_045427.1	537	43.39	3.55	No	No	I
LOC100921328	XM_003764822.1	NC_045428.1	933	45.34	3.38461538461538	No	No	I
LOC100921340	XM_003766526.2	NC_045428.1	936	42.41	3.31578947368421	No	No	I
LOC100921372	XM_003773845.1	NC_045431.1	924	40.58	3.4375	No	No	I
LOC100921410	XM_012543117.1	NC_045426.1	834	39.45	3.4	No	No	I
LOC100921435	XM_012549161.2	NC_045429.1	252	44.84	3.58333333333333	No	No	I
LOC100921444	XM_003770506.4	NC_045429.1	921	58.52	4.20967741935484	No	No	I
LOC100921468	XM_003755749.3	NC_045427.1	966	42.24	3.39393939393939	Yes	No	M
LOC100921469	XM_012544552.1	NC_045427.1	942	45.86	3.75757575757576	No	No	I
LOC100921472	XM_003756293.4	NC_045427.1	2199	47.70	3.70873786407767	No	No	I
LOC100921474	XM_031944676.1	NC_045432.1	576	52.26	3.91666666666667	No	No	I
LOC100921482	XM_003758380.1	NC_045427.1	948	43.99	3.28947368421053	No	No	I
LOC100921500	XM_031949041.1	NC_045426.1	900	56.11	4.10416666666667	No	No	I
LOC100921514	XM_003764750.3	NC_045428.1	963	47.77	3.51063829787234	Yes	No	M
LOC100921536	XM_003770714.1	NC_045429.1	936	45.41	3.40909090909091	No	No	UL
LOC100921556	XM_012553251.2	NC_045432.1	939	47.07	3.48837209302326	No	No	I
LOC100921593	XM_012545451.2	NC_045428.1	945	44.23	3.54838709677419	Yes	No	M
LOC100921613	XM_023502331.2	NC_045429.1	1818	62.93	4.56	No	No	I
LOC100921621	XM_023504059.2	NC_045429.1	1365	41.10	3.2972972972973	No	No	I
LOC100921672	XM_023497317.2	NC_045426.1	1617	53.49	4.03921568627451	No	No	I
LOC100921674	XM_031949653.1	NC_045426.1	942	40.13	3.36666666666667	No	No	I
LOC100921697	XM_003768759.4	NC_045429.1	720	52.78	4.11363636363636	No	No	I
LOC100921715	XM_012551087.2	NC_045430.1	933	46.95	3.62222222222222	No	No	I
LOC100921717	XM_003772244.2	NC_045430.1	2193	63.66	4.54255319148936	No	No	I
LOC100921721	XM_012552082.3	NC_045431.1	504	43.06	3.875	No	No	L
LOC100921723	XM_003773770.1	NC_045431.1	930	42.37	3.67647058823529	No	No	I
LOC100921728	XM_012544220.1	NC_045427.1	948	41.56	3.41935483870968	No	No	I
LOC100921734	XM_003756294.2	NC_045427.1	2139	45.54	3.90804597701149	No	No	I
LOC100921748	XM_003758971.1	NC_045427.1	945	43.17	3.53846153846154	No	No	I
LOC100921778	XM_012545400.3	NC_045428.1	945	44.34	3.32352941176471	No	No	I
LOC100921822	XM_012539706.2	NC_045427.1	444	41.67	4.2	No	No	I
LOC100921853	XM_003764824.1	NC_045428.1	960	43.75	3.53191489361702	No	No	L
LOC100921915	XM_031949543.1	NC_045427.1	2040	42.45	3.36923076923077	Yes	No	M
LOC100921928	XM_003761338.4	NC_045426.1	3474	44.59	3.536	No	No	I
LOC100921941	XM_003765127.4	NC_045428.1	342	52.92	3.95652173913043	No	No	UL
LOC100921959	XM_012549450.3	NC_045429.1	471	61.15	5.46875	No	No	I
LOC100921996	XM_003756295.2	NC_045427.1	2265	42.08	3.64367816091954	No	No	I
LOC100922017	XM_003760527.3	NC_045426.1	1425	58.32	4.0990990990991	No	No	I
LOC100922043	XM_003764752.2	NC_045428.1	945	45.29	3.45	No	Yes	I
LOC100922045	XM_003766079.2	NC_045428.1	1212	39.11	3.4	No	No	L
LOC100922053	XM_003767887.2	NC_045429.1	945	52.70	3.61818181818182	No	No	I
LOC100922058	XM_003768608.4	NC_045429.1	855	51.58	4.10204081632653	No	No	I
LOC100922066	XM_003771937.2	NC_045427.1	957	43.26	3.25641025641026	No	No	I
LOC100922077	XM_031943700.1	NC_045431.1	945	37.67	3.85	Yes	No	M
LOC100922113	XM_023499772.2	NC_045428.1	945	43.60	3.57692307692308	Yes	No	M
LOC100922125	XM_003766596.2	NC_045428.1	192	48.44	3.36363636363636	No	No	I
LOC100922147	XM_023505383.2	NC_045430.1	1452	53.10	3.90804597701149	No	No	I
LOC100922167	XM_003756665.3	NC_045427.1	2379	45.10	3.49019607843137	No	No	I
LOC100922176	XM_012540875.2	NC_045427.1	585	38.80	3.70588235294118	No	No	I
LOC100922177	XM_031949198.1	NC_045427.1	840	71.19	5.77631578947368	No	No	UL
LOC100922206	XM_003765942.4	NC_045428.1	1074	48.14	3.65384615384615	Yes	No	M
LOC100922210	XM_023501741.2	NC_045429.1	2091	56.15	4	No	No	I
LOC100922237	XM_012551682.2	NC_045430.1	939	39.62	3.31034482758621	No	No	I
LOC100922247	XM_012552917.3	NC_045431.1	387	55.81	3.58620689655172	No	No	I
LOC100922271	XM_003758973.4	NC_045427.1	939	39.40	3.15384615384615	No	No	I
LOC100922295	XM_031960499.1	NC_045428.1	411	61.80	4.54761904761905	No	Yes	L
LOC100922312	XM_031968674.1	NC_045429.1	2241	60.91	4.07567567567568	Yes	No	PI
LOC100922381	XM_003766597.2	NC_045428.1	264	48.86	3.21428571428571	No	No	I
LOC100922418	XM_003774519.1	NC_045431.1	933	38.37	3.25	No	No	I
LOC100922423	XM_003756666.2	NC_045427.1	2379	44.89	3.70642201834862	No	No	I
LOC100922431	XM_031956890.1	NC_045427.1	1431	49.76	3.78823529411765	No	No	I
LOC100922452	XM_031960916.1	NC_045426.1	2634	52.43	4.31724137931035	No	No	I
LOC100922461	XM_031963800.1	NC_045428.1	261	52.49	3.66666666666667	No	No	I
LOC100922493	XM_003771714.2	NC_045430.1	960	43.44	3.31578947368421	No	No	I
LOC100922494	XM_003772167.4	NC_045430.1	867	50.87	3.98076923076923	No	No	I
LOC100922509	XM_003755751.1	NC_045427.1	936	44.55	3.48571428571429	No	No	I
LOC100922513	XM_031952605.1	NC_045427.1	2181	41.36	3.66233766233766	No	No	I
LOC100922532	XM_012541967.3	NC_045426.1	1527	58.68	4.35135135135135	No	No	I
LOC100922549	XM_031960490.1	NC_045428.1	1677	38.16	3.425	No	No	I
LOC100922553	XM_031961439.1	NC_045428.1	327	51.68	3.6875	No	No	UL
LOC100922565	XM_003767889.1	NC_045429.1	948	42.51	3.35483870967742	No	No	I
LOC100922568	XM_012548331.2	NC_045429.1	1245	43.78	3.65853658536585	No	No	UL
LOC100922607	XM_003758536.4	NC_045427.1	399	52.63	4.3	No	No	I
LOC100922655	XM_031964737.1	NC_045429.1	927	56.09	3.64788732394366	No	No	I
LOC100922659	XM_012550240.3	NC_045429.1	393	63.61	4.79411764705882	No	No	I
LOC100922669	XM_031941917.1	NC_045431.1	897	41.92	3.41379310344828	No	No	UL
LOC100922680	XM_003774520.1	NC_045431.1	930	38.28	3.30769230769231	No	No	I
LOC100922691	XM_031954125.1	NC_045427.1	1938	50.98	4	No	No	I
LOC100922714	XM_003763555.3	NC_045428.1	1044	44.16	3.55555555555556	No	No	I
LOC100922750	XM_003771715.1	NC_045430.1	957	46.19	3.5	No	No	I
LOC100922751	XM_003772168.1	NC_045430.1	930	40.97	3.46428571428571	No	No	UL
LOC100922758	XM_003773239.3	NC_045431.1	1161	43.32	3.42857142857143	No	No	I
LOC100922763	XM_003774236.4	NC_045431.1	399	55.39	3.63333333333333	No	No	I
LOC100922823	XM_003767890.2	NC_045429.1	939	45.69	3.43243243243243	No	No	I
LOC100922849	XM_031941669.1	NC_045431.1	2028	65.53	4.89005235602094	Yes	No	M
LOC100922895	XM_003764828.2	NC_045428.1	969	44.38	3.36585365853659	No	No	I
LOC100922904	XM_031957263.1	NC_045428.1	936	41.56	3.40540540540541	No	No	I
LOC100922908	XM_003766943.2	NC_045428.1	858	36.60	3.30434782608696	No	No	I
LOC100922910	XM_012547615.3	NC_045429.1	270	38.52	3	No	No	L
LOC100922944	XM_031944588.1	NC_045432.1	867	40.37	3.375	No	No	L
LOC100922949	XM_031953425.1	NC_045427.1	2466	45.58	3.7979797979798	No	No	I
LOC100922951	XM_031949322.1	NC_045427.1	1383	45.99	3.26530612244898	No	No	L
LOC100922956	XM_012540834.2	NC_045427.1	525	39.24	3.42857142857143	No	No	I
LOC100922988	XM_031961555.1	NC_045428.1	4791	65.02	4.97277227722772	Yes	No	PI
LOC100922992	XM_003768453.2	NC_045429.1	648	52.78	3.6	No	No	I
LOC100923000	XM_003770254.1	NC_045429.1	987	38.30	3.45454545454545	No	No	I
LOC100923001	XM_003770444.2	NC_045426.1	957	46.50	3.69767441860465	No	No	I
LOC100923003	XM_003770652.4	NC_045429.1	771	49.81	3.77777777777778	No	No	I
LOC100923011	XM_003771716.1	NC_045430.1	957	44.62	3.51282051282051	No	No	I
LOC100923023	XM_012552737.2	NC_045431.1	2586	44.55	3.62	No	No	UL
LOC100923027	XM_003755753.1	NC_045427.1	951	42.06	3.64285714285714	No	No	UL
LOC100923033	XM_003775078.4	NC_045432.1	822	62.29	4.27848101265823	No	No	I
LOC100923048	XM_031947397.1	NC_045426.1	963	57.63	4.16666666666667	No	No	I
LOC100923081	XM_012548020.1	NC_045429.1	948	43.25	3.32258064516129	No	No	UL
LOC100923095	XM_031940201.1	NC_045430.1	1050	42.86	3.45454545454545	Yes	No	M
LOC100923112	XM_031944922.1	NC_045432.1	390	55.90	4.18518518518519	No	No	I
LOC100923173	XM_031968632.1	NC_045429.1	5862	49.47	3.6031746031746	No	Yes	L
LOC100923174	XM_003768911.4	NC_045429.1	1929	49.61	3.72549019607843	Yes	No	M
LOC100923211	XM_023506717.2	NC_045427.1	609	57.80	4.45238095238095	No	No	I
LOC100923233	XM_003761877.4	NC_045426.1	522	47.51	3.96296296296296	No	No	I
LOC100923267	XM_012550129.2	NC_045426.1	945	41.59	3.5	No	No	I
LOC100923273	XM_023504507.2	NC_045430.1	1962	34.51	3.21739130434783	No	Yes	L
LOC100923276	XM_003771717.1	NC_045430.1	957	45.25	3.48780487804878	No	No	I
LOC100923285	XM_003773774.1	NC_045431.1	927	41.10	3.61290322580645	No	No	I
LOC100923299	XM_031945235.1	NC_045432.1	1956	57.92	4.35606060606061	Yes	No	UL
LOC100923336	XM_003764757.2	NC_045428.1	936	41.13	3.4375	No	No	I
LOC100923345	XM_023501501.2	NC_045428.1	879	53.70	4.5	No	No	I
LOC100923348	XM_012548019.3	NC_045429.1	927	43.37	3.62857142857143	No	No	I
LOC100923522	XM_012549977.1	NC_045429.1	921	39.96	3.41379310344828	No	No	L
LOC100923533	XM_003771718.1	NC_045430.1	927	44.66	3.45714285714286	No	No	I
LOC100923542	XM_023506392.2	NC_045431.1	930	40.86	3.6	Yes	No	M
LOC100923562	XM_031950564.1	NC_045427.1	1191	51.13	4.42105263157895	No	No	UL
LOC100923595	XM_003764758.2	NC_045428.1	930	38.92	3.41666666666667	No	No	I
LOC100923606	XM_023501502.2	NC_045428.1	1920	41.56	3.63076923076923	No	No	I
LOC100923639	XM_003756370.4	NC_045427.1	951	49.32	3.68627450980392	No	No	I
LOC100923652	XM_003758617.4	NC_045427.1	528	50.19	3.7037037037037	No	No	I
LOC100923670	XM_031962500.1	NC_045426.1	960	63.96	4.35869565217391	Yes	No	M
LOC100923680	XM_003764831.2	NC_045428.1	981	42.71	3.42857142857143	No	No	I
LOC100923721	XM_003773925.1	NC_045431.1	945	44.44	3.59459459459459	No	No	I
LOC100923741	XM_012540835.2	NC_045427.1	939	39.40	3.48	Yes	No	M
LOC100923753	XM_031942966.1	NC_045426.1	462	68.40	5.4390243902439	No	No	UL
LOC100923766	XM_031962756.1	NC_045428.1	1995	52.63	3.93805309734513	Yes	No	PI
LOC100923776	XM_023501690.2	NC_045429.1	2274	54.57	4.32867132867133	No	No	I
LOC100923798	XM_003771719.3	NC_045430.1	933	41.80	3.64285714285714	No	No	I
LOC100923805	XM_003773036.2	NC_045431.1	657	44.75	3.48275862068966	No	No	I
LOC100923807	XM_031956618.1	NC_045427.1	1131	57.74	4.48	No	No	I
LOC100923816	XM_003774308.2	NC_045431.1	798	50.00	3.5	No	No	L
LOC100923860	XM_003764759.2	NC_045428.1	948	44.73	3.3953488372093	Yes	No	M
LOC100923890	XM_003772415.2	NC_045430.1	942	46.28	3.68888888888889	No	No	I
LOC100923915	XM_003758541.4	NC_045427.1	1035	45.60	3.51111111111111	No	No	I
LOC100923918	XM_031956371.1	NC_045427.1	738	53.66	3.64444444444444	No	No	I
LOC100923932	XM_012542979.1	NC_045426.1	1452	42.77	3.38461538461538	No	No	I
LOC100923934	XM_031962461.1	NC_045426.1	600	62.83	5.08163265306122	No	No	I
LOC100923960	XM_003768914.4	NC_045429.1	5238	48.76	3.69105691056911	No	No	I
LOC100923986	XM_003773926.2	NC_045431.1	945	42.54	3.43243243243243	No	No	I
LOC100924004	XM_003758091.2	NC_045427.1	1005	45.57	3.44897959183673	No	No	I
LOC100924034	XM_003765352.3	NC_045428.1	342	64.62	4	No	No	I
LOC100924049	XM_012549979.1	NC_045429.1	948	40.08	3.44444444444444	No	No	I
LOC100924058	XM_031938204.1	NC_045430.1	933	42.77	3.30769230769231	No	No	I
LOC100924065	XM_031943281.1	NC_045431.1	7860	45.56	3.58166189111748	No	No	I
LOC100924109	XM_003762706.2	NC_045426.1	1053	51.95	3.94444444444444	No	No	I
LOC100924124	XM_003764760.4	NC_045428.1	948	43.25	3.51351351351351	Yes	No	M
LOC100924139	XM_003767895.2	NC_045429.1	957	43.05	3.43589743589744	No	No	I
LOC100924149	XM_031969069.1	NC_045429.1	561	54.01	4	No	No	I
LOC100924152	XM_031938512.1	NC_045430.1	960	64.17	5.09859154929577	No	No	I
LOC100924169	XM_003774798.1	NC_045432.1	930	45.27	3.24390243902439	No	No	I
LOC100924179	XM_023494635.1	NC_045427.1	945	44.02	3.3125	No	No	UL
LOC100924186	XM_012540927.1	NC_045427.1	981	49.44	3.72916666666667	No	No	I
LOC100924202	XM_031956422.1	NC_045426.1	684	67.98	5.67796610169492	No	No	UL
LOC100924254	XM_023506435.1	NC_045431.1	939	42.39	3.42857142857143	No	No	I
LOC100924274	XM_003759035.1	NC_045427.1	1041	46.88	3.58	No	No	I
LOC100924281	XM_012541531.3	NC_045426.1	2352	43.45	3.60869565217391	No	No	I
LOC100924304	XM_003765803.4	NC_045428.1	777	44.79	3.78787878787879	No	No	I
LOC100924315	XM_003770258.2	NC_045429.1	1020	39.71	3.33333333333333	No	No	I
LOC100924326	XM_003772254.3	NC_045430.1	2811	62.97	4.44897959183673	No	No	I
LOC100924340	XM_031943634.1	NC_045431.1	2787	63.51	4.90909090909091	Yes	No	M
LOC100924358	XM_003758787.3	NC_045427.1	606	41.42	3.83333333333333	No	No	I
LOC100924401	XM_003767896.2	NC_045429.1	957	41.69	3.47222222222222	No	No	L
LOC100924419	XM_003771945.4	NC_045430.1	4734	37.26	3.43689320388349	No	No	I
LOC100924432	XM_003774799.1	NC_045432.1	939	46.33	3.41304347826087	No	No	I
LOC100924466	XM_023498290.2	NC_045426.1	1710	52.81	3.9009900990099	No	No	I
LOC100924481	XM_003766748.1	NC_045428.1	942	43.52	3.60714285714286	No	No	UL
LOC100924488	XM_003768215.3	NC_045429.1	1371	58.13	4.10989010989011	No	No	I
LOC100924535	XM_012540836.1	NC_045427.1	921	49.51	3.52083333333333	No	No	I
