Gene_name	TranscriptID	Chromosome	Transcript_length	GC_Content	GC_Stretch	Missing_exon	Deleted_exon	TOGA_status
ARMH4	XM_031952641.1	NC_045427.1	2037	42.66	3.31506849315068	No	No	I
FAM98B	XM_031952067.1	NC_045427.1	1332	46.85	4.03636363636364	Yes	No	PI
TGIF2	XM_031953967.1	NC_045427.1	756	54.63	3.88235294117647	No	No	I
C2H10orf90	XM_031957018.1	NC_045427.1	1941	63.52	4.89880952380952	Yes	No	PI
ZFP36L1	XM_031952788.1	NC_045427.1	1278	60.25	4.16190476190476	No	No	I
C2H2orf74	XM_031950525.1	NC_045427.1	540	37.41	3	No	No	I
SAR1A	XM_031956831.1	NC_045427.1	597	46.06	3.91666666666667	No	No	I
RSPRY1	XM_031954548.1	NC_045427.1	1836	42.48	3.42105263157895	No	No	I
CIAPIN1	XM_031954563.1	NC_045427.1	939	45.15	3.25641025641026	No	No	I
RIPOR1	XM_031950278.1	NC_045427.1	3369	59.57	4.30268199233717	Yes	No	I
ZFYVE27	XM_003755192.4	NC_045427.1	1212	54.37	3.75	No	No	I
IL34	XM_031949969.1	NC_045427.1	744	54.03	4.03846153846154	No	No	I
CNOT1	XM_031949953.1	NC_045427.1	7119	46.96	3.64485981308411	No	No	I
KCMF1	XM_023495276.2	NC_045427.1	1230	44.88	3.95555555555556	No	No	I
SH3GLB2	XM_031954775.1	NC_045427.1	1140	56.14	4.01315789473684	No	No	UL
PAX8	XM_031949882.1	NC_045427.1	1380	58.84	4.00884955752212	No	No	I
PEAK1	XM_031956812.1	NC_045427.1	5274	60.47	4.33647058823529	Yes	No	PI
FBXO48	XM_031950597.1	NC_045427.1	570	40.88	4.75	No	No	UL
TIPIN	XM_012543390.3	NC_045427.1	861	37.28	3.27777777777778	No	No	I
LRRC57	XM_031952161.1	NC_045427.1	720	51.25	3.94285714285714	No	No	I
MYBL2	XM_031953980.1	NC_045427.1	2160	51.16	3.65486725663717	No	No	I
SALL2	XM_031955013.1	NC_045427.1	3327	56.27	4.00980392156863	No	No	I
LOC100916684	XM_031953409.1	NC_045427.1	2445	48.43	3.72	No	No	I
SNX1	XM_031955410.1	NC_045427.1	1581	50.79	4.55072463768116	No	No	I
PSD4	XM_012540484.3	NC_045427.1	2970	57.44	4.09478672985782	No	No	I
KCNIP2	XM_031955735.1	NC_045427.1	792	52.53	4.17073170731707	Yes	No	PI
FAM78A	XM_031954856.1	NC_045427.1	852	54.34	3.76271186440678	No	No	I
TMOD3	XM_031955208.1	NC_045427.1	1032	38.95	3.23333333333333	No	No	I
LOC116421913	XM_031956089.1	NC_045427.1	1236	34.14	3.27272727272727	No	No	I
RABGAP1	XM_031954259.1	NC_045427.1	3204	43.54	3.51456310679612	No	No	I
CAMK2G	XM_031956470.1	NC_045427.1	1800	55.17	4.14166666666667	No	No	UL
CNOT1	XM_031949945.1	NC_045427.1	7158	46.93	3.64797507788162	No	No	I
NRXN3	XM_031949343.1	NC_045427.1	1389	49.17	3.75	No	No	I
PSMB7	XM_003757110.3	NC_045427.1	834	45.32	3.63333333333333	No	No	I
ZMIZ1	XM_031956394.1	NC_045427.1	3246	56.41	4.06194690265487	No	No	UL
ITPK1	XM_031952306.1	NC_045427.1	1227	49.31	3.65384615384615	No	No	I
MINAR1	XM_003755504.2	NC_045427.1	2751	42.38	3.58227848101266	No	No	I
CYLD	XM_031954486.1	NC_045427.1	2745	39.34	3.5	No	No	I
CHST6	XM_031950001.1	NC_045427.1	1197	62.82	4.38144329896907	No	No	I
SCGB3A1	XM_012553135.2	NC_045427.1	315	47.94	3.46666666666667	No	No	I
RCN2	XM_031956803.1	NC_045427.1	978	49.18	4.80434782608696	No	No	I
SH3GL3	XM_031955669.1	NC_045427.1	939	38.02	3.21739130434783	No	No	I
GFOD2	XM_031950261.1	NC_045427.1	843	53.26	3.93877551020408	Yes	No	M
APEX1	XM_012544201.3	NC_045427.1	966	50.21	3.68965517241379	No	No	I
LOC111718704	XM_031950072.1	NC_045427.1	1830	43.06	3.425	No	No	I
ISM2	XM_012547900.2	NC_045427.1	1494	57.70	4.03738317757009	No	No	I
SIN3A	XM_031956574.1	NC_045427.1	3825	48.47	3.65714285714286	No	No	I
DEF8	XM_031950101.1	NC_045427.1	1356	53.24	3.95522388059702	No	No	I
DENND4A	XM_031955349.1	NC_045427.1	5787	38.98	3.4601226993865	No	No	I
CAMK2G	XM_031956459.1	NC_045427.1	1878	55.70	4.22764227642276	No	No	I
NDUFAF1	XM_023500459.2	NC_045427.1	990	40.30	3.5	No	No	I
TMEM179	XM_003756505.2	NC_045427.1	702	52.56	3.67441860465116	No	No	I
MORN4	XM_003755196.3	NC_045427.1	441	49.89	4.1304347826087	No	No	I
AP4S1	XM_031952269.1	NC_045427.1	435	38.39	3.5	No	No	I
THAP11	XM_023495056.2	NC_045427.1	897	71.68	6.17567567567568	Yes	No	M
RASL12	XM_003755648.4	NC_045427.1	816	57.97	4.51851851851852	No	No	I
CHD9	XM_031954491.1	NC_045427.1	8763	41.13	3.49433962264151	No	No	I
SH3GL3	XM_031955668.1	NC_045427.1	939	38.02	3.21739130434783	No	No	I
RCCD1	XM_031955617.1	NC_045427.1	978	62.47	4.59259259259259	No	No	I
ADGRG1	XM_031949905.1	NC_045427.1	2190	51.87	3.71186440677966	No	No	I
ZNF592	XM_031955693.1	NC_045427.1	3876	50.44	3.6824644549763	No	No	I
CA12	XM_031955425.1	NC_045427.1	1068	43.45	3.325	No	No	I
GABRA1	XM_031953633.1	NC_045427.1	1368	41.52	3.42307692307692	No	No	I
FBXW11	XM_031953663.1	NC_045427.1	1560	43.21	3.47169811320755	No	No	I
NDUFA8	XM_031954244.1	NC_045427.1	519	44.89	3.6	No	No	I
ANGEL1	XM_031952464.1	NC_045427.1	2064	56.15	3.8125	No	No	I
LOC100919825	XM_023495580.2	NC_045427.1	2343	47.97	3.66346153846154	No	No	L
ANKEF1	XM_031951104.1	NC_045427.1	2346	40.03	3.54285714285714	No	No	I
TXNL4B	XM_012540423.3	NC_045427.1	450	40.44	3.66666666666667	No	No	I
ZFHX2	XM_031955064.1	NC_045427.1	7695	60.35	4.20263591433278	Yes	No	M
PLEKHF1	XM_012553774.3	NC_045427.1	855	64.33	5.1969696969697	No	No	I
TOR4A	XM_031951929.1	NC_045427.1	1452	61.02	4.4	No	No	I
GABRB2	XM_031953631.1	NC_045427.1	1539	43.21	3.45454545454545	No	No	I
DLG5	XM_031956409.1	NC_045427.1	6027	52.50	3.81524926686217	No	No	I
EPB41L1	XM_031953938.1	NC_045427.1	4887	53.43	3.93470790378007	No	No	I
LOC116421754	XM_031954404.1	NC_045427.1	480	66.88	4.15094339622642	No	No	UL
ASXL2	XM_031951425.1	NC_045427.1	4341	49.85	3.66666666666667	No	Yes	I
KCTD15	XM_031954368.1	NC_045427.1	930	56.13	4.140625	No	No	I
TJP1	XM_031955483.1	NC_045427.1	5421	42.00	3.63398692810458	No	No	I
CPLX2	XM_031953716.1	NC_045427.1	405	55.80	4.15384615384615	No	No	I
MAPK8	XM_031956294.1	NC_045427.1	1284	41.98	3.54545454545455	Yes	No	PI
GAREM2	XM_031951420.1	NC_045427.1	2628	63.66	4.6606334841629	No	No	I
GAS8	XM_031950096.1	NC_045427.1	1572	49.68	3.77333333333333	No	No	I
NRXN1	XM_031957180.1	NC_045427.1	4521	47.67	3.65086206896552	No	Yes	UL
C2H9orf78	XM_012553971.3	NC_045427.1	837	43.85	3.6875	No	No	I
ZNF770	XM_031952041.1	NC_045427.1	2058	37.17	3.36585365853659	No	No	I
EMILIN1	XM_031951371.1	NC_045427.1	2685	59.29	4.165	No	No	I
NAIF1	XM_031954712.1	NC_045427.1	972	58.85	5	No	No	I
PREB	XM_031951385.1	NC_045427.1	1089	55.56	4.28571428571429	No	No	I
CCSER2	XM_031956727.1	NC_045427.1	2544	40.61	3.36111111111111	No	No	I
IL34	XM_031949970.1	NC_045427.1	744	54.03	4.03846153846154	No	No	I
LAMC3	XM_023494294.2	NC_045427.1	4737	55.25	3.69659442724458	No	No	I
EXOC6B	XM_031949718.1	NC_045427.1	2301	49.33	3.96	Yes	No	I
TTC7A	XM_031950440.1	NC_045427.1	2367	55.13	3.8562091503268	Yes	No	PI
MAT2B	XM_003756798.3	NC_045427.1	972	43.52	3.60606060606061	Yes	No	PI
NRXN1	XM_031957176.1	NC_045427.1	4542	47.60	3.6480686695279	No	Yes	UL
ETFA	XM_031956797.1	NC_045427.1	1032	51.16	4.72	No	No	I
ELL3	XM_031952208.1	NC_045427.1	1164	52.15	3.81666666666667	No	No	I
YPEL5	XM_031951305.1	NC_045427.1	366	46.72	4	No	No	I
MAN2C1	XM_031956579.1	NC_045427.1	3195	53.49	3.9746192893401	No	No	I
ZFAND4	XM_031956714.1	NC_045427.1	2019	42.30	3.31506849315068	No	No	I
RAPGEF1	XM_031954875.1	NC_045427.1	3666	51.50	3.76595744680851	No	No	I
MEGF11	XM_031949347.1	NC_045427.1	2616	58.18	4.04736842105263	Yes	No	UL
CHD8	XM_031955002.1	NC_045427.1	7770	48.78	3.66755319148936	Yes	No	I
CEP68	XM_031950582.1	NC_045427.1	1956	49.49	3.70192307692308	No	No	I
CEMIP	XM_012542064.2	NC_045427.1	4101	45.26	3.50857142857143	No	No	I
GFPT2	XM_003756910.4	NC_045427.1	2049	40.61	3.55555555555556	No	No	I
SMYD1	XM_031949812.1	NC_045427.1	1434	53.97	4.02197802197802	No	No	I
EXD1	XM_031952113.1	NC_045427.1	1617	41.74	3.4	No	No	I
CHD6	XM_031953992.1	NC_045427.1	8235	44.01	3.51666666666667	No	No	I
ATE1	XM_031955964.1	NC_045427.1	1554	40.22	3.38461538461538	No	No	I
LRRC20	XM_031956827.1	NC_045427.1	558	58.42	4.35897435897436	Yes	No	PI
GFRA2	XM_003758041.4	NC_045427.1	1395	57.56	4.37078651685393	No	No	I
AQP9	XM_003755723.4	NC_045427.1	990	44.24	3.51282051282051	No	No	I
RAB11FIP2	XM_003755342.4	NC_045427.1	1539	39.31	3.47727272727273	No	No	I
EPAS1	XM_003758302.4	NC_045427.1	2589	50.02	3.74820143884892	No	No	I
HACD3	XM_031955359.1	NC_045427.1	1089	42.24	3.83333333333333	No	No	I
CHD6	XM_031953995.1	NC_045427.1	8232	44.01	3.51666666666667	No	No	I
KAT6A	XM_031950766.1	NC_045427.1	6006	46.27	3.692	Yes	No	UL
DGUOK	XM_012540571.3	NC_045427.1	837	56.03	4.34615384615385	No	No	I
LOC100933356	XM_031954222.1	NC_045427.1	1074	41.99	3.58536585365854	No	No	I
SLC16A12	XM_023495322.2	NC_045427.1	1461	47.16	3.40677966101695	No	No	I
LOC100929954	XM_023498833.1	NC_045427.1	948	45.68	3.54285714285714	No	No	I
EMX1	XM_031949714.1	NC_045427.1	813	70.36	6	Yes	No	M
STK35	XM_031954608.1	NC_045427.1	1665	62.46	5	No	No	I
STOX1	XM_031956865.1	NC_045427.1	3024	60.88	4.46938775510204	Yes	No	I
PHF19	XM_031954211.1	NC_045427.1	1743	51.18	3.78947368421053	No	No	I
DEPP1	XM_012544978.3	NC_045427.1	930	53.12	3.58730158730159	No	No	UL
RTEL1	XM_023494440.2	NC_045427.1	3921	46.06	3.62921348314607	No	No	I
FOXN2	XM_031950450.1	NC_045427.1	1320	41.29	3.34090909090909	No	No	I
RABL6	XM_031951986.1	NC_045427.1	2166	47.23	3.77011494252874	No	No	I
KAZALD1	XM_031955718.1	NC_045427.1	903	63.46	4.75641025641026	No	No	I
MC1R	XM_031950105.1	NC_045427.1	951	59.52	4.46774193548387	No	No	I
CFAP61	XM_031951048.1	NC_045427.1	3696	38.80	3.31521739130435	No	No	I
TPD52L2	XM_012554107.3	NC_045427.1	417	48.44	3.33333333333333	No	No	I
RPGRIP1	XM_031955010.1	NC_045427.1	3255	43.32	3.5511811023622	No	No	I
PRPF39	XM_003756301.3	NC_045427.1	2007	37.82	3.40909090909091	No	No	I
TCF7L2	XM_012541114.3	NC_045427.1	1782	51.23	3.99009900990099	No	No	I
F12	XM_012552735.3	NC_045427.1	1764	55.56	3.92372881355932	No	No	I
MMP9	XM_031954587.1	NC_045427.1	2139	54.79	3.93243243243243	No	No	I
ZNF618	XM_031954632.1	NC_045427.1	2532	56.52	4.20625	No	No	I
SNPH	XM_031954166.1	NC_045427.1	1737	64.88	4.80689655172414	No	No	I
KCNK3	XM_031951410.1	NC_045427.1	1161	63.31	4.71111111111111	No	No	I
KIAA0513	XM_031950183.1	NC_045427.1	1233	48.26	3.67307692307692	No	No	I
ITPRIP	XM_031955800.1	NC_045427.1	1650	54.36	3.83838383838384	No	No	I
CHST15	XM_031956015.1	NC_045427.1	1680	40.54	3.26666666666667	No	No	I
UNC5B	XM_031956555.1	NC_045427.1	2862	60.27	4.37254901960784	Yes	No	PI
SPAG4	XM_031953913.1	NC_045427.1	882	55.33	4.43636363636364	Yes	No	PI
REEP4	XM_031950865.1	NC_045427.1	774	56.33	3.92727272727273	No	No	I
IQCH	XM_031955329.1	NC_045427.1	3249	41.55	3.54700854700855	No	No	I
LIN52	XM_031952534.1	NC_045427.1	339	47.49	3.36842105263158	No	No	I
KIAA1841	XM_031950523.1	NC_045427.1	2157	38.99	3.5625	No	No	I
AGBL5	XM_031951373.1	NC_045427.1	2790	55.41	4.20994475138122	Yes	No	PI
NRSN2	XM_023507356.2	NC_045427.1	882	55.22	3.82	No	No	I
LHX3	XM_003757482.1	NC_045427.1	1212	56.68	4.16666666666667	No	No	I
MYLK2	XM_012553614.2	NC_045427.1	1872	56.04	3.93846153846154	No	No	I
NIBAN2	XM_031954676.1	NC_045427.1	2310	57.19	4.31944444444444	No	No	I
ALLC	XM_031951178.1	NC_045427.1	1263	41.81	3.63888888888889	No	No	I
DUSP26	XM_003757971.4	NC_045427.1	636	60.06	4.11764705882353	No	No	I
FAM83D	XM_012553524.3	NC_045427.1	1773	52.12	4.29787234042553	No	No	I
CEBPG	XM_031954376.1	NC_045427.1	453	46.14	3.31578947368421	No	No	I
FAF2	XM_003756865.4	NC_045427.1	1203	46.72	3.71186440677966	No	No	I
DDX31	XM_031954884.1	NC_045427.1	1941	45.44	3.74358974358974	No	No	I
C2H2orf50	XM_012540156.2	NC_045427.1	483	48.45	3.64285714285714	No	No	I
CPEB4	XM_023506367.2	NC_045427.1	1998	45.45	3.83823529411765	No	No	I
B4GALT7	XM_023506709.2	NC_045427.1	936	53.53	3.95555555555556	No	Yes	I
MAP3K9	XM_003756275.4	NC_045427.1	3255	56.77	4.4390243902439	Yes	No	PI
ZC3H14	XM_031952396.1	NC_045427.1	1329	41.53	3.31707317073171	No	No	I
NDRG2	XM_031954981.1	NC_045427.1	1110	50.72	3.7037037037037	No	No	I
KIFC3	XM_031949917.1	NC_045427.1	2406	56.65	4.16049382716049	No	No	I
PRPF39	XM_023502553.2	NC_045427.1	1647	38.07	3.45945945945946	No	No	I
LDB3	XM_031956744.1	NC_045427.1	1023	56.30	3.7906976744186	No	No	I
EMC9	XM_023499430.2	NC_045427.1	621	58.45	4.58695652173913	No	No	I
PSD2	XM_031953383.1	NC_045427.1	2487	51.31	3.71875	Yes	No	PI
LOC100930214	XM_003755776.1	NC_045427.1	957	42.63	3.21621621621622	No	No	I
LOC100924867	XM_031953187.1	NC_045427.1	558	38.17	3.58823529411765	No	Yes	I
AARS1	XM_031949982.1	NC_045427.1	2907	52.43	3.80645161290323	No	No	I
NUMB	XM_023502297.2	NC_045427.1	1788	52.46	3.92792792792793	No	No	I
ANKRD34C	XM_003755505.2	NC_045427.1	1605	44.30	3.66129032258065	No	No	I
CIAPIN1	XM_003757278.4	NC_045427.1	939	45.15	3.25641025641026	No	No	I
FABP6	XM_003756781.3	NC_045427.1	387	44.19	3.6	No	No	I
TOR1A	XM_012553936.3	NC_045427.1	1002	45.41	4.19512195121951	No	No	I
ZGPAT	XM_003757561.4	NC_045427.1	1548	51.61	3.83132530120482	No	No	I
KIF3A	XM_031953107.1	NC_045427.1	2490	41.85	4.11842105263158	Yes	No	PI
ISLR	XM_031956627.1	NC_045427.1	1257	66.27	4.75454545454545	No	No	I
RAPGEF6	XM_031953066.1	NC_045427.1	4974	40.81	3.39259259259259	No	No	I
LOC100928604	XM_003759245.1	NC_045427.1	933	44.16	3.60606060606061	Yes	No	M
LOC100921120	XM_031953422.1	NC_045427.1	2319	47.09	3.88392857142857	No	No	UL
CAMK2B	XM_031951523.1	NC_045427.1	1899	54.56	4.05084745762712	No	No	I
INTS9	XM_031950916.1	NC_045427.1	2028	46.55	3.62962962962963	No	No	I
UBAP1L	XM_031955371.1	NC_045427.1	1260	54.52	3.84057971014493	No	No	UL
TSHR	XM_003756198.2	NC_045427.1	2289	42.11	3.44186046511628	No	No	I
KLHL36	XM_003758457.4	NC_045427.1	1965	56.49	4.05384615384615	Yes	No	M
AKTIP	XM_012553813.3	NC_045427.1	882	42.63	3.42424242424242	No	No	I
ZBTB43	XM_031954312.1	NC_045427.1	1404	41.67	3.45945945945946	No	No	I
NDRG3	XM_031953975.1	NC_045427.1	1092	49.63	3.55102040816327	No	No	I
LOC100932558	XM_031955699.1	NC_045427.1	3171	44.56	3.425	No	No	I
SEMA4C	XM_031951485.1	NC_045427.1	3135	59.07	4.63755458515284	Yes	No	PI
ACIN1	XM_031955034.1	NC_045427.1	3786	54.01	4.01382488479263	Yes	No	PI
CLEC3A	XM_003758360.2	NC_045427.1	585	44.79	3.44827586206897	No	No	I
SLK	XM_003755403.4	NC_045427.1	3720	38.04	3.31764705882353	No	No	I
RNF44	XM_031953727.1	NC_045427.1	1338	60.91	4.27522935779816	Yes	No	PI
PUS10	XM_003758254.3	NC_045427.1	1590	40.69	3.21621621621622	No	No	I
KCNT1	XM_031954971.1	NC_045427.1	3708	51.51	3.93658536585366	No	No	I
SLC27A2	XM_031955179.1	NC_045427.1	1863	46.32	3.91666666666667	No	No	I
EXD1	XM_031952112.1	NC_045427.1	1617	41.74	3.4	No	No	I
PHACTR3	XM_031951703.1	NC_045427.1	1653	46.04	3.64406779661017	No	No	I
NTNG2	XM_031954878.1	NC_045427.1	1674	56.99	3.968	No	No	I
SPG21	XM_031955381.1	NC_045427.1	930	40.32	3.58620689655172	No	No	I
SLC27A4	XM_031954737.1	NC_045427.1	1932	53.52	3.99212598425197	Yes	No	PI
ZNF280D	XM_031955260.1	NC_045427.1	2904	37.16	3.50847457627119	No	No	I
PRR7	XM_031953768.1	NC_045427.1	837	70.13	5.42465753424658	No	No	I
LOC100921194	XM_031956421.1	NC_045427.1	591	57.36	3.92857142857143	No	No	I
ANPEP	XM_031955595.1	NC_045427.1	2904	46.38	3.53435114503817	No	No	I
NTRK3	XM_003755530.4	NC_045427.1	2478	49.84	3.53383458646617	No	No	I
SH3GLB2	XM_031954772.1	NC_045427.1	1200	56.08	3.98780487804878	Yes	No	UL
SLC23A2	XM_031950630.1	NC_045427.1	1950	41.33	3.53571428571429	No	No	I
SPATA2L	XM_031950111.1	NC_045427.1	1410	65.82	4.89655172413793	Yes	No	I
GSS	XM_031953896.1	NC_045427.1	1428	50.98	3.87654320987654	No	No	I
ATP10B	XM_012552174.2	NC_045427.1	4317	45.82	3.48809523809524	No	No	I
ACTC1	XM_003755971.3	NC_045427.1	1134	50.35	3.69642857142857	No	No	I
CCDC85A	XM_023494944.2	NC_045427.1	1236	65.45	5.57142857142857	No	No	I
SPINT1	XM_031952108.1	NC_045427.1	1788	52.52	3.96	Yes	No	PI
SNPH	XM_031954167.1	NC_045427.1	1611	64.06	4.65413533834586	No	No	I
LINGO1	XM_031956818.1	NC_045427.1	1842	60.59	4.33571428571429	No	No	I
ANGPTL2	XM_012553744.3	NC_045427.1	1479	47.26	3.61666666666667	No	No	I
MKKS	XM_031951093.1	NC_045427.1	1713	38.12	3.30555555555556	No	No	I
RPN2	XM_012553602.3	NC_045427.1	1905	45.93	3.47826086956522	No	Yes	I
PAK6	XM_031952083.1	NC_045427.1	2028	56.76	4.31060606060606	No	No	I
ACYP2	XM_012540217.3	NC_045427.1	333	55.86	4.73913043478261	No	Yes	UL
E2F4	XM_031950298.1	NC_045427.1	1662	63.96	4.9922480620155	No	No	UL
TEPP	XM_031949925.1	NC_045427.1	651	51.15	3.86111111111111	No	No	I
BIRC6	XM_031951249.1	NC_045427.1	14553	42.80	3.63255813953488	Yes	No	PI
CAMK2B	XM_031951524.1	NC_045427.1	1896	54.59	4.05084745762712	No	No	I
ZMIZ2	XM_031951508.1	NC_045427.1	2886	55.96	3.93034825870647	Yes	No	I
AGBL5	XM_031951382.1	NC_045427.1	2499	55.30	4.14634146341463	Yes	No	PI
RIPOR1	XM_031950280.1	NC_045427.1	2712	60.69	4.337899543379	Yes	No	I
SH3PXD2A	XM_031955791.1	NC_045427.1	3321	54.50	4.01421800947867	No	No	I
TLE3	XM_012543681.3	NC_045427.1	2289	52.21	3.83687943262411	Yes	No	I
SS18L1	XM_031951716.1	NC_045427.1	2409	45.00	3.57954545454545	No	No	I
SAR1B	XM_031953032.1	NC_045427.1	597	39.87	3.10526315789474	No	No	I
CRB2	XM_031949325.1	NC_045427.1	4371	66.39	4.79545454545455	Yes	Yes	UL
WDR25	XM_031953249.1	NC_045427.1	1659	42.44	3.44230769230769	No	No	I
YTHDF1	XM_031951755.1	NC_045427.1	1683	43.37	3.47272727272727	No	No	I
ADAMTSL3	XM_031955660.1	NC_045427.1	5235	46.53	3.6079295154185	No	No	I
HNF4A	XM_031951567.1	NC_045427.1	1425	56.07	4.03191489361702	No	No	I
OTOF	XM_012547421.2	NC_045427.1	5994	52.55	3.89367816091954	Yes	No	PI
HDGFL3	XM_031955679.1	NC_045427.1	807	42.87	3.76315789473684	No	No	UL
LOC105749106	XM_012540288.3	NC_045427.1	1692	51.18	3.74725274725275	No	No	I
EHMT1	XM_031951868.1	NC_045427.1	3867	44.58	3.48251748251748	No	No	I
CTRL	XM_003758430.2	NC_045427.1	804	57.71	4.01754385964912	No	No	I
PIGBOS1	XM_031955246.1	NC_045427.1	165	31.52	3	No	No	I
ADAMTS14	XM_031956823.1	NC_045427.1	3873	61.24	4.38795986622074	Yes	No	PI
SENP8	XM_031956325.1	NC_045427.1	639	43.04	3.5	No	No	I
LOC100914253	XM_031951997.1	NC_045427.1	435	46.67	3.17391304347826	No	No	I
MAFB	XM_031954021.1	NC_045427.1	936	59.83	4.26666666666667	Yes	No	M
LRP10	XM_012544711.3	NC_045427.1	2049	63.49	4.40760869565217	Yes	No	PI
CPEB1	XM_031956304.1	NC_045427.1	1698	51.00	3.71578947368421	No	No	I
DGLUCY	XM_023501475.2	NC_045427.1	1857	46.10	3.51190476190476	No	No	I
TRAPPC12	XM_023494656.2	NC_045427.1	2397	40.59	3.34848484848485	No	No	I
CLMN	XM_012550547.3	NC_045427.1	2583	41.81	3.43373493975904	No	No	I
EHMT1	XM_012539609.3	NC_045427.1	3972	44.59	3.47586206896552	No	No	I
USP34	XM_031950529.1	NC_045427.1	10077	40.05	3.39846743295019	Yes	No	PI
GPATCH2L	XM_023501954.2	NC_045427.1	1458	50.21	3.70833333333333	No	No	I
SIL1	XM_031953361.1	NC_045427.1	1383	51.77	4.08955223880597	No	No	I
ZNF703	XM_023494708.2	NC_045427.1	1812	66.23	5.02352941176471	Yes	No	PI
TTC7A	XM_031950434.1	NC_045427.1	2583	56.10	3.99408284023669	Yes	No	PI
KIDINS220	XM_031951196.1	NC_045427.1	5289	40.57	3.55	No	No	I
FNDC4	XM_003767096.4	NC_045427.1	693	53.10	4.02325581395349	No	No	I
ANP32A	XM_031955314.1	NC_045427.1	744	44.09	3.875	No	No	I
NRG3	XM_031949463.1	NC_045427.1	1143	58.79	4.8961038961039	No	No	I
KAT6B	XM_031956425.1	NC_045427.1	6138	50.15	4.103125	Yes	No	PI
SLC4A9	XM_023504878.2	NC_045427.1	2862	52.87	3.72121212121212	No	No	I
BEGAIN	XM_031953248.1	NC_045427.1	1821	59.97	4.42753623188406	Yes	No	M
SLC31A1	XM_031954674.1	NC_045427.1	594	47.98	3.52	No	No	I
CLN8	XM_003757917.4	NC_045427.1	867	43.14	3.45833333333333	No	No	I
MVB12B	XM_031954307.1	NC_045427.1	864	47.34	3.83333333333333	No	No	I
CNRIP1	XM_031950593.1	NC_045427.1	408	47.30	3.5	No	No	I
BUB3	XM_012540669.2	NC_045427.1	975	43.18	3.42424242424242	No	No	I
OLFM1	XM_003757460.4	NC_045427.1	1404	49.15	3.72972972972973	No	No	I
DLG5	XM_031956410.1	NC_045427.1	5865	52.65	3.80712166172107	No	No	I
TSC1	XM_031954896.1	NC_045427.1	3522	45.54	3.56589147286822	No	No	I
LOC100927387	XM_003758920.4	NC_045427.1	1443	45.60	3.90909090909091	No	No	I
LRP3	XM_003757187.4	NC_045427.1	2739	65.43	4.70416666666667	Yes	No	PI
SCARA3	XM_031951466.1	NC_045427.1	1821	55.24	3.7027027027027	No	No	I
PHACTR3	XM_023494481.2	NC_045427.1	1677	46.69	3.64516129032258	No	No	I
BTRC	XM_023496413.2	NC_045427.1	1764	45.80	3.59420289855072	No	No	UL
FAN1	XM_003755602.4	NC_045427.1	3177	37.43	3.42307692307692	No	No	I
TOMM20L	XM_031952659.1	NC_045427.1	459	49.89	3.93333333333333	No	No	I
AFAP1L2	XM_031955883.1	NC_045427.1	2880	49.58	3.86363636363636	No	No	I
C8G	XM_023494376.2	NC_045427.1	606	51.32	3.6	No	No	I
LOC100913210	XM_003758274.4	NC_045427.1	675	54.67	5.19512195121951	No	No	I
LOC100928248	XM_031954452.1	NC_045427.1	1215	43.05	3.5625	No	No	I
EXD3	XM_031951942.1	NC_045427.1	2502	48.84	3.45833333333333	No	No	I
LOC100932670	XM_023494398.2	NC_045427.1	1485	51.99	3.71111111111111	No	No	I
KCTD9	XM_031949648.1	NC_045427.1	1170	43.59	3.53333333333333	Yes	No	I
PPP2R5C	XM_031953234.1	NC_045427.1	1590	37.36	3.41463414634146	No	No	I
ATP6V1D	XM_031952773.1	NC_045427.1	744	41.94	3.56	No	No	I
BCAS1	XM_031951650.1	NC_045427.1	1896	45.99	3.65	No	No	I
RBM38	XM_031951677.1	NC_045427.1	705	60.14	4.65454545454545	No	Yes	UL
NDRG3	XM_023507190.2	NC_045427.1	1203	48.30	3.61538461538462	No	No	I
TXNL4B	XM_031950035.1	NC_045427.1	450	40.44	3.66666666666667	No	No	I
HNRNPLL	XM_031950361.1	NC_045427.1	1620	43.83	4.01538461538462	No	No	I
LOC100917819	XM_012540789.1	NC_045427.1	948	49.16	3.7037037037037	No	No	I
SELENOS	XM_012542903.3	NC_045427.1	573	43.98	3.38095238095238	No	No	I
SUPV3L1	XM_031956859.1	NC_045427.1	1626	56.52	4.64583333333333	No	No	I
MARK3	XM_031953196.1	NC_045427.1	2355	41.66	3.4	No	No	I
CMPK2	XM_031951187.1	NC_045427.1	1401	54.53	4.43617021276596	No	No	I
DCAF11	XM_023499422.2	NC_045427.1	1413	51.59	3.70238095238095	No	No	I
TCEA2	XM_031951833.1	NC_045427.1	1026	44.93	3.54054054054054	No	No	I
C2H14orf119	XM_031955038.1	NC_045427.1	420	47.86	3.25	No	No	I
KIF3A	XM_031953105.1	NC_045427.1	2439	42.76	4.30864197530864	No	No	I
LOC100921468	XM_003755749.3	NC_045427.1	966	42.24	3.39393939393939	Yes	No	M
THSD4	XM_023498513.2	NC_045427.1	1974	48.23	3.70886075949367	No	No	I
MED22	XM_031954922.1	NC_045427.1	612	50.33	3.54838709677419	No	No	I
C2H14orf119	XM_031955039.1	NC_045427.1	420	47.86	3.25	No	No	I
NPDC1	XM_012554060.3	NC_045427.1	1038	57.42	4.16883116883117	No	No	I
RAB22A	XM_003757645.4	NC_045427.1	585	39.32	3.58823529411765	Yes	No	I
