Gene stable ID	Gene name	Gene % GC content	Tasmanian devil gene stable ID	Tasmanian devil gene name	Tasmanian devil chromosome/scaffold name	Query protein or transcript ID	Tasmanian devil Gene-order conservation score	Tasmanian devil Whole-genome alignment coverage	Tasmanian devil orthology confidence [0 low, 1 high]
ENSG00000137449	CPEB2	35.08	ENSSHAG00000009862	CPEB2	6	ENSP00000443985	75	97.56	1
ENSG00000244115	DNAJC25-GNG10	43.44							
ENSG00000242616	GNG10	45.67	ENSSHAG00000026158	GNG10	1	ENSP00000363411	100	100.00	1
ENSG00000278558	TMEM191B	67.82							
ENSG00000115816	CEBPZ	37.99	ENSSHAG00000010396	CEBPZ	2	ENSP00000234170	50	96.68	1
ENSG00000224067		60.09							
ENSG00000206907	RNU6-1013P	36.45							
ENSG00000148154	UGCG	40.18	ENSSHAG00000030039	UGCG	1	ENSP00000363397	100	100.00	1
ENSG00000161103	POM121L15P	60.40							
ENSG00000215347	SLC25A5P1	50.11							
ENSG00000233080	LINC01399	45.08							
ENSG00000227755		65.03							
ENSG00000183506	PI4KAP2	56.61							
ENSG00000182583	VCX	56.54							
ENSG00000206713	Y_RNA	45.13							
ENSG00000125449	ARMC7	51.99							
ENSG00000272910		33.73							
ENSG00000272660		40.00							
ENSG00000136522	MRPL47	38.56	ENSSHAG00000017273	MRPL47	3	ENSP00000417602	100	100.00	1
ENSG00000125458	NT5C	65.43	ENSSHAG00000030768	NT5C	4	ENSP00000245552	100	97.63	1
ENSG00000260802	SERTM2	36.83							
ENSG00000266315	MIR4668	30.00							
ENSG00000165181	SHOC1	35.81	ENSSHAG00000000568		1	ENSP00000508388	100	82.33	0
ENSG00000130988	RGN	43.38	ENSSHAG00000021741	RGN	3	ENSP00000380365	50	97.21	1
ENSG00000272054		35.60							
ENSG00000184208	C22orf46P	51.17							
ENSG00000003509	NDUFAF7	38.97	ENSSHAG00000010232	NDUFAF7	2	ENSP00000002125	50	96.32	1
ENSG00000172250	SERHL	55.47							
ENSG00000125954	CHURC1-FNTB	44.95							
ENSG00000284067	MIR6837	64.06							
ENSG00000164708	PGAM2	58.43	ENSSHAG00000003170	PGAM2	2	ENSP00000297283	75	93.73	1
ENSG00000284264	KIR2DS4	48.99							
ENSG00000239775		62.54							
ENSG00000122678	POLM	56.54	ENSSHAG00000002674	POLM	2	ENSP00000242248	50	98.10	1
ENSG00000184792	OSBP2	48.17	ENSSHAG00000024963		1	ENSP00000332576	50	90.70	0
ENSG00000284314	LILRP2	41.85							
ENSG00000293127	LILRP2	44.33							
ENSG00000139998	RAB15	52.17	ENSSHAG00000013263	RAB15	2	ENSP00000434103	100	100.00	1
ENSG00000177489	OR2G2	48.43							
ENSG00000177476	OR2G3	46.24							
ENSG00000283369	U6	39.47							
ENSG00000230411	OR3D1P	43.77							
ENSG00000239096		46.15							
ENSG00000251977	RNU6-991P	46.73	ENSSHAG00000019181	U6	3	ENST00000516168		0.00	0
ENSG00000178772	CPN2	52.75	ENSSHAG00000028725	CPN2	3	ENSP00000319464	100	100.00	1
ENSG00000252254	Y_RNA	50.44							
ENSG00000227854		40.38							
ENSG00000279035		60.02							
ENSG00000215805		44.41							
ENSG00000206685	RNU6-1189P	43.93	ENSSHAG00000026250	U6	2	ENST00000383958		0.00	0
ENSG00000228818		51.99							
ENSG00000201659	RNU12-2P	47.44	ENSSHAG00000019116	U12	2	ENST00000364789		0.00	0
ENSG00000202041	Y_RNA	36.07							
ENSG00000189159	JPT1	46.27	ENSSHAG00000021719	JPT1	4	ENSP00000387059	100	93.68	1
ENSG00000223694	ADH5P3	46.35							
ENSG00000182872	RBM10	50.27	ENSSHAG00000007724	RBM10	X	ENSP00000366829	0	99.24	1
ENSG00000233735		40.09							
ENSG00000172061	LRRC15	52.69	ENSSHAG00000022740	LRRC15	3	ENSP00000306276	100	100.00	1
ENSG00000133019	CHRM3	38.67	ENSSHAG00000014441	CHRM3	4	ENSP00000502667	100	100.00	1
ENSG00000271483		50.31							
ENSG00000252053	RNU6-1101P	38.27							
ENSG00000232873	RPL23AP93	52.34							
ENSG00000204663	CST13P	42.00							
ENSG00000253382	POU5F1P2	55.53							
ENSG00000228476	CSTP1	54.34							
ENSG00000272707		41.25							
ENSG00000155090	KLF10	47.85	ENSSHAG00000018290	KLF10	1	ENSP00000285407	100	100.00	1
ENSG00000283529		48.62							
ENSG00000041802	LSG1	41.68	ENSSHAG00000003487	LSG1	3	ENSP00000265245	100	83.89	1
ENSG00000104938	CLEC4M	52.74	ENSSHAG00000006421	CLEC4O	1	ENSP00000316228	0	0.00	0
ENSG00000243995		53.36							
ENSG00000277112	ANKRD20A21P	35.73							
ENSG00000283443	ZNF285DP	43.12							
ENSG00000242507		51.80							
ENSG00000183566	BPIFA4P	45.33							
ENSG00000204547	DEFB122	37.72							
ENSG00000283142		51.84							
ENSG00000124224	PPP4R1L	41.24							
ENSG00000162636	EEIG2	39.64	ENSSHAG00000016741	EEIG2	4	ENSP00000359052	100	98.06	1
ENSG00000223188	Y_RNA	47.66							
ENSG00000196979	GPRACR	54.43							
ENSG00000107130	NCS1	54.78							
ENSG00000111676	ATN1	55.53							
ENSG00000290461	CYP4F35P	44.90							
ENSG00000250684	ADI1P2	45.25							
ENSG00000273905	Y_RNA	46.00							
ENSG00000263947	RN7SL274P	54.04							
ENSG00000251771	U6	41.35							
ENSG00000275283	Y_RNA	46.00							
ENSG00000253385		38.12							
ENSG00000277625	Y_RNA	46.00							
ENSG00000282826	FRG1CP	35.24							
ENSG00000253263		45.07							
ENSG00000251964	U7	35.48							
ENSG00000277983	NPIPA7	46.23							
ENSG00000244052	RPL5P24	42.82							
ENSG00000201216	Y_RNA	40.82							
ENSG00000215262	KCNU1	38.10	ENSSHAG00000011303	KCNU1	2	ENSP00000382770	100	85.12	1
ENSG00000115825	PRKD3	36.91	ENSSHAG00000009601	PRKD3	2	ENSP00000234179	100	100.00	1
ENSG00000295676		45.18							
ENSG00000293262		38.57							
ENSG00000277242	Y_RNA	46.00							
ENSG00000303474		36.52							
ENSG00000281965	PKD1P3	63.31							
ENSG00000185112	FAM43A	61.97							
ENSG00000289505		42.59							
ENSG00000101346	POFUT1	47.69	ENSSHAG00000011051	POFUT1	2	ENSP00000364902	100	90.09	1
ENSG00000134107	BHLHE40	47.72	ENSSHAG00000023494	BHLHE40	1	ENSP00000256495	100	100.00	1
ENSG00000293039	LILRP2	44.33							
ENSG00000290489		66.91							
ENSG00000264169	RN7SL665P	55.67							
ENSG00000306057		54.81							
ENSG00000130707	ASS1	55.65	ENSSHAG00000015158	ASS1	2	ENSP00000253004	100	96.09	1
ENSG00000267480	LINC02979	46.22							
ENSG00000257365	FNTB	43.81	ENSSHAG00000030743	FNTB	2	ENSP00000246166	100	100.00	1
ENSG00000141401	IMPA2	49.27	ENSSHAG00000003468	IMPA2	1	ENSP00000269159	75	91.62	1
ENSG00000274271	LILRP1	56.23							
ENSG00000277267	LILRP2	41.85							
ENSG00000273808	ABCC6P2	49.07							
ENSG00000276433	KIR3DL3	48.87							
ENSG00000290494	ABCC6P2	50.15							
ENSG00000282522	PKD1P1	58.68							
ENSG00000011304	PTBP1	61.17	ENSSHAG00000024397	PTBP1	1	ENSP00000349428	75	98.61	1
ENSG00000290495		66.98							
ENSG00000162639	HENMT1	41.28	ENSSHAG00000016931		4	ENSP00000499017	100	63.46	0
ENSG00000282086	PKD1P6	62.80							
ENSG00000111678	C12orf57	52.58	ENSSHAG00000021011	C5H12orf57	5	ENSP00000229281	100	84.24	0
ENSG00000251883	RNU6ATAC17P	42.25							
ENSG00000170191	NANP	43.42	ENSSHAG00000029018	NANP	2	ENSP00000302441	50	90.62	1
ENSG00000234828	IQCM	35.80	ENSSHAG00000020813	IQCM	6	ENSP00000490518	100	74.20	0
ENSG00000290515		51.72							
ENSG00000242236	RN7SL594P	47.39							
ENSG00000236542	MED28P7	49.43							
ENSG00000130684	ZNF337	42.76							
ENSG00000230182	RNF10P1	51.22							
ENSG00000265800		43.68							
ENSG00000263786		44.17							
ENSG00000224082	UBTFL8	49.91							
ENSG00000252042	Y_RNA	43.01							
ENSG00000188612	SUMO2	46.28	ENSSHAG00000029507	SUMO2	4	ENSP00000405965	100	90.31	0
ENSG00000278152	KIR2DS2	47.78							
ENSG00000238923	RNU7-1	42.86							
ENSG00000272158		37.25							
ENSG00000111679	PTPN6	57.71	ENSSHAG00000016350	PTPN6	5	ENSP00000326010	100	100.00	1
ENSG00000187726	DNAJB13	50.70	ENSSHAG00000013715	DNAJB13	3	ENSP00000344431	100	100.00	1
ENSG00000266531	MIR4706	64.63							
ENSG00000109180	OCIAD1	39.50	ENSSHAG00000012254		2	ENSP00000264312	0	80.02	1
ENSG00000109180	OCIAD1	39.50	ENSSHAG00000027404		2	ENSP00000264312	0	0.00	0
ENSG00000109180	OCIAD1	39.50	ENSSHAG00000018132	OCIAD1	6	ENSP00000264312	100	19.95	1
ENSG00000109180	OCIAD1	39.50	ENSSHAG00000024554		6	ENSP00000264312	0	0.00	0
ENSG00000172590	MRPL52	47.12	ENSSHAG00000029770		2	ENSP00000380633	100	100.00	0
ENSG00000207283	Y_RNA	43.14							
ENSG00000278383		44.42							
ENSG00000237566	CD24P5	48.94							
ENSG00000275048	BSNDP1	56.40							
ENSG00000274973	BSNDP2	56.56							
ENSG00000273661	KIR2DL2	48.13							
ENSG00000134108	ARL8B	40.81	ENSSHAG00000031008	ARL8B	1	ENSP00000256496	100	95.75	1
ENSG00000126001	CEP250	47.90	ENSSHAG00000021239		2	ENSP00000380661	100	57.73	0
ENSG00000126001	CEP250	47.90	ENSSHAG00000018543	CEP250	2	ENSP00000380661	100	95.55	0
ENSG00000276518	KIR3DP1	45.38							
ENSG00000274193	KIR2DL4	48.10							
ENSG00000237351	ITPK1P1	55.44							
ENSG00000130985	UBA1	51.31	ENSSHAG00000007608	UBA1	X	ENSP00000338413	0	97.61	1
ENSG00000130985	UBA1	51.31	ENSSHAG00000024535		3	ENSP00000338413	0	0.00	0
ENSG00000254038		46.41							
ENSG00000283969	MIR6838	57.14							
ENSG00000253650	SMARCE1P4	52.70							
ENSG00000125450	NUP85	48.14	ENSSHAG00000018482	NUP85	4	ENSP00000245544	100	99.41	1
ENSG00000106636	YKT6	48.13	ENSSHAG00000014984	YKT6	2	ENSP00000223369	100	100.00	1
ENSG00000132549	VPS13B	36.65	ENSSHAG00000030906	VPS13B	1	ENSP00000349685	100	100.00	1
ENSG00000134109	EDEM1	43.38	ENSSHAG00000005432	EDEM1	1	ENSP00000256497	100	96.79	1
ENSG00000287425		47.49							
ENSG00000154889	MPPE1	45.05	ENSSHAG00000009825	MPPE1	1	ENSP00000465894	50	100.00	1
ENSG00000256189	DPPA4P3	49.67							
ENSG00000256723		37.29							
ENSG00000207364	RNU6-939P	39.25							
ENSG00000175564	UCP3	52.41	ENSSHAG00000013494	UCP3	3	ENSP00000323740	100	3.57	1
ENSG00000115828	QPCT	41.29	ENSSHAG00000009142	QPCT	2	ENSP00000344829	100	100.00	1
ENSG00000136870	ZNF189	39.93							
ENSG00000277921	LILRP1	56.23							
ENSG00000277554	KIR2DL3	48.08							
ENSG00000278074	KIR2DL4	48.01							
ENSG00000160408	ST6GALNAC6	53.52	ENSSHAG00000028681	ST6GALNAC6	2	ENSP00000362239	100	98.75	1
ENSG00000273551		59.32							
ENSG00000134186	PRPF38B	38.13							
ENSG00000260403		67.17							
ENSG00000265180	MIR4790	35.44							
ENSG00000259910	LNCPTCTS	66.45							
ENSG00000241227	RN7SL553P	54.36							
ENSG00000230944		41.81							
ENSG00000261294		63.72							
ENSG00000260670		48.61							
ENSG00000261505		57.74							
ENSG00000199469	RNU1-62P	45.73							
ENSG00000219274	RPS20P2	45.86							
ENSG00000239568	MTCO3P47	48.80							
ENSG00000253078	RNU6-1116P	39.39							
ENSG00000007520	TSR3	62.41	ENSSHAG00000029432	TSR3	1	ENSP00000007390	75	88.95	1
ENSG00000163171	CDC42EP3	41.38	ENSSHAG00000031883	CDC42EP3	2	ENSP00000295324	100	100.00	1
ENSG00000244586	WNT5A-AS1	66.39							
ENSG00000256098		39.90							
ENSG00000242317		40.36							
ENSG00000240777		42.09							
ENSG00000214517	PPME1	38.61	ENSSHAG00000012353	PPME1	3	ENSP00000329867	100	100.00	1
ENSG00000281708	ERC2-IT1	45.66							
ENSG00000264013	MIR3938	35.92							
ENSG00000200379	RN7SKP45	53.29							
ENSG00000200238	RNA5SP133	49.58							
ENSG00000236572		39.02							
ENSG00000196553	CCDC196	36.74	ENSSHAG00000023076		2	ENSP00000489898	100	68.38	0
ENSG00000180376	CCDC66	39.79	ENSSHAG00000009011	CCDC66	1	ENSP00000378167	100	82.28	1
ENSG00000264041	RN7SL670P	52.72							
ENSG00000238285	MRPL50P2	42.74							
ENSG00000256458		60.03							
ENSG00000260425		50.28							
ENSG00000133393	CEP20	41.69							
ENSG00000173166	RAPH1	39.14	ENSSHAG00000007679		3	ENSP00000316543	100	73.97	0
ENSG00000276534		48.35							
ENSG00000143107	FNDC7	42.66	ENSSHAG00000017143	FNDC7	4	ENSP00000359034	100	100.00	1
ENSG00000276328	KIR3DL3	49.00							
ENSG00000221393	MIR1302-6	27.78							
ENSG00000225000		37.15							
ENSG00000222164	RN7SKP266	43.55							
ENSG00000226522	HDAC9-AS1	34.78							
ENSG00000232492	NPM1P13	39.31							
ENSG00000250990		38.44							
ENSG00000127951	FGL2	35.71	ENSSHAG00000023398	FGL2	5	ENSP00000248598	75	100.00	1
ENSG00000135334	AKIRIN2	40.79	ENSSHAG00000024863	AKIRIN2	4	ENSP00000257787	100	80.95	1
ENSG00000231357		39.80							
ENSG00000201794	RN7SKP130	51.83							
ENSG00000232971		43.62							
ENSG00000116266	STXBP3	36.04	ENSSHAG00000017184	STXBP3	4	ENSP00000359025	100	100.00	1
ENSG00000086730	LAT2	53.07							
ENSG00000177108	ZDHHC22	54.74	ENSSHAG00000026555	ZDHHC22	2	ENSP00000318222	75	100.00	1
ENSG00000238628		41.35							
ENSG00000207131	Y_RNA	41.59							
ENSG00000240997	RN7SL183P	54.70							
ENSG00000271114		39.91							
ENSG00000286278		45.40							
ENSG00000118434	SPACA1	35.36	ENSSHAG00000014002	SPACA1	4	ENSP00000237201	100	76.42	1
ENSG00000274676	KIR2DL5A	49.32							
ENSG00000258552	FAM204DP	42.91							
ENSG00000201384		45.22	ENSSHAG00000019313		3	ENST00000364514		0.00	0
ENSG00000221754	MIR1260A	53.42							
ENSG00000100577	GSTZ1	54.28	ENSSHAG00000027547	GSTZ1	2	ENSP00000216465	100	88.56	1
ENSG00000274163	KIR3DP1	49.26							
ENSG00000279565		39.41							
ENSG00000220131		53.39							
ENSG00000274406	KIR2DS4	49.12							
ENSG00000220267	ACTBP8	58.21							
ENSG00000222145	SNORA73	47.62							
ENSG00000137261	KIAA0319	41.54	ENSSHAG00000004593	KIAA0319	1	ENSP00000367459	100	93.98	1
ENSG00000275276	KIR2DL1	48.43							
ENSG00000206778	RNU6-213P	41.35							
ENSG00000262171		45.93							
ENSG00000215003	RPL15P20	51.17							
ENSG00000274349	ZNF658	38.33							
ENSG00000180035	ZNF48	53.07	ENSSHAG00000025018	ZNF48	1	ENSP00000480262	25	99.69	1
ENSG00000277650	KIR2DS5	48.87							
ENSG00000125447	GGA3	51.82	ENSSHAG00000018474	GGA3	4	ENSP00000438085	100	97.32	1
ENSG00000273517	KIR2DS1	48.35							
ENSG00000273735	KIR3DL2	48.88							
ENSG00000135063	ENTREP1	40.86	ENSSHAG00000008936	ENTREP1	1	ENSP00000304435	50	96.05	1
ENSG00000280137		52.01							
ENSG00000179965	ZNF771	51.75							
ENSG00000274009		54.23							
ENSG00000274942	KIR2DP1	48.90							
ENSG00000284736	RNA5SP343	52.34							
ENSG00000280269		38.04							
ENSG00000206913		56.12	ENSSHAG00000019588		1	ENST00000384186		0.00	0
ENSG00000273518	KIR3DL1	48.43							
ENSG00000199787	SNORA80C	54.81							
ENSG00000151704	KCNJ1	45.77							
ENSG00000179918	SEPHS2	51.20	ENSSHAG00000004297		X	ENSP00000418669	0	0.00	0
ENSG00000179918	SEPHS2	51.20	ENSSHAG00000022285		1	ENSP00000418669	0	100.00	1
ENSG00000228076		43.55							
ENSG00000237349		40.28							
ENSG00000244716	RPL17P7	46.13							
ENSG00000228665	RPS27P6	47.83							
ENSG00000202476	Y_RNA	51.49							
ENSG00000222701	Y_RNA	47.86							
ENSG00000251706	RNU7-61P	36.07							
ENSG00000266305	MIR4518	55.42							
ENSG00000228054	RANP5	44.73							
ENSG00000169957	ZNF768	64.51	ENSSHAG00000008255	ZNF768	1	ENSP00000369777	75	86.26	1
ENSG00000215717	TMEM167B	41.99	ENSSHAG00000027806	TMEM167B	4	ENSP00000342148	100	100.00	1
ENSG00000278249	SCARNA2	65.48							
ENSG00000251484		52.92							
ENSG00000261459		58.01							
ENSG00000278922		61.44							
ENSG00000260494	RPL7L1P16	48.54							
ENSG00000290934		48.99							
ENSG00000169951	ZNF764	58.06							
ENSG00000171133	OR2K2	38.25	ENSSHAG00000005245		1	ENSP00000305055	0	0.00	0
ENSG00000101076	HNF4A	48.23	ENSSHAG00000007273	HNF4A	2	ENSP00000315180	100	98.24	1
ENSG00000132676	DAP3	44.89	ENSSHAG00000028324	DAP3	4	ENSP00000357320	25	84.51	1
ENSG00000198680	TUSC1	62.40	ENSSHAG00000022638	TUSC1	1	ENSP00000350716	100	100.00	1
ENSG00000187753	C9orf153	41.62							
ENSG00000240265	H1-8P1	60.68							
ENSG00000240842		42.10							
ENSG00000175482	POLD4	58.04							
ENSG00000241667		38.52							
ENSG00000241665	RN7SL418P	53.66							
ENSG00000207713	MIR200C	55.88	ENSSHAG00000026304	sha-mir-200c	5	ENST00000384980		100.00	0
ENSG00000207713	MIR200C	55.88	ENSSHAG00000019281	sha-mir-141	5	ENST00000384980		100.00	0
ENSG00000207708	MIR141	55.79							
ENSG00000271969		55.07							
ENSG00000238795	SCARNA12	57.78	ENSSHAG00000019451	SCARNA12	5	ENST00000459155		100.00	1
ENSG00000197162	ZNF785	49.75							
ENSG00000168356	SCN11A	40.40	ENSSHAG00000008151	SCN11A	1	ENSP00000307599	100	82.12	1
ENSG00000111669	TPI1	59.16	ENSSHAG00000016066	TPI1	5	ENSP00000379933	100	97.02	1
ENSG00000119138	KLF9	43.91	ENSSHAG00000023394	KLF9	1	ENSP00000366330	100	100.00	1
ENSG00000222973	RNU2-25P	46.60							
ENSG00000264615	RN7SL592P	53.38							
ENSG00000236496	GPS2P1	53.75							
ENSG00000229184	ATP5PDP2	42.89							
ENSG00000279561		42.28							
ENSG00000278647	CDK2AP2P1	64.33							
ENSG00000261588		50.19							
ENSG00000274680	MYO5BP1	49.56							
ENSG00000156853	ZNF689	48.18	ENSSHAG00000027450		1	ENSP00000287461	100	43.26	0
ENSG00000276502		41.14							
ENSG00000136813	ECPAS	39.33	ENSSHAG00000004485	ECPAS	1	ENSP00000507419	50	99.18	1
ENSG00000256514		56.56							
ENSG00000218806	AP3S1P1	40.84							
ENSG00000201684	RN7SKP239	51.53							
ENSG00000175505	CLCF1	60.06	ENSSHAG00000004986	CLCF1	6	ENSP00000309338	100	100.00	1
ENSG00000112312	GMNN	36.82	ENSSHAG00000004058	GMNN	1	ENSP00000230056	100	100.00	1
ENSG00000260678		58.73							
ENSG00000261680		58.84							
ENSG00000260113		35.47							
ENSG00000275484		57.45							
ENSG00000253024	RNU6-1238P	45.10							
ENSG00000156858	PRR14	58.12							
ENSG00000172531	PPP1CA	61.16	ENSSHAG00000030720	PPP1CA	6	ENSP00000365936	75	98.41	1
ENSG00000284130	TUBA3FP	54.66							
ENSG00000224975	INE1	52.38							
ENSG00000164182	NDUFAF2	36.30	ENSSHAG00000026040	NDUFAF2	1	ENSP00000296597	100	100.00	1
ENSG00000070413	DGCR2	48.62	ENSSHAG00000006909	DGCR2	1	ENSP00000263196	25	99.03	1
ENSG00000147123	NDUFB11	51.80							
ENSG00000198088	NUP62CL	37.06							
ENSG00000168671	UGT3A2	41.69							
ENSG00000204842	ATXN2	42.52	ENSSHAG00000007304	ATXN2	1	ENSP00000500925	100	93.22	1
ENSG00000213569	GTF3C6P2	39.12							
ENSG00000199832	Y_RNA	37.38							
ENSG00000204053	MYCLP1	57.58							
ENSG00000215007	DNAJA1P3	41.54							
ENSG00000080572	DNAAF6	36.95	ENSSHAG00000005765	DNAAF6	X	ENSP00000361531	25	97.02	1
ENSG00000080572	DNAAF6	36.95	ENSSHAG00000029148		1	ENSP00000361531	0	0.00	0
ENSG00000100580	TMED8	41.15	ENSSHAG00000021146	TMED8	2	ENSP00000216468	100	92.60	1
ENSG00000251591		59.86							
ENSG00000164187	LMBRD2	35.48	ENSSHAG00000005201	LMBRD2	1	ENSP00000296603	100	97.98	1
ENSG00000276459	KIR2DL3	48.07							
ENSG00000199289	RNU6-502P	44.44	ENSSHAG00000029863	U6	2	ENST00000362419		0.00	0
ENSG00000182952	HMGN4	41.64							
ENSG00000165240	ATP7A	38.61	ENSSHAG00000012787	ATP7A	X	ENSP00000345728	75	99.89	1
ENSG00000278248	KIR2DL1	48.30							
ENSG00000258510		37.25							
ENSG00000275262	KIR3DL2	47.14							
ENSG00000183828	NUDT14	64.58							
ENSG00000284607		45.23							
ENSG00000244307	RN7SL395P	54.30							
ENSG00000217646	H2BC16P	56.76							
ENSG00000276903	H2AC16	60.37							
ENSG00000184357	H1-5	57.72							
ENSG00000275379	H3C11	59.56							
ENSG00000161016	RPL8	60.89	ENSSHAG00000013568	RPL8	1	ENSP00000433464	0	99.87	1
ENSG00000275126	H4C13	56.33							
ENSG00000197153	H3C12	48.75							
ENSG00000278677	H2AC17	58.11							
ENSG00000274641	H2BC17	57.82							
ENSG00000238610	RNU7-26P	44.44							
ENSG00000168131	OR2B2	41.25							
ENSG00000156860	FBRS	59.44	ENSSHAG00000020693	FBRS	1	ENSP00000348489	75	99.05	1
ENSG00000232757	ETF1P1	43.07							
ENSG00000278104		38.24							
ENSG00000275856		46.05							
ENSG00000066379	POLR1H	41.39	ENSSHAG00000001554	POLR1H	4	ENSP00000331111	75	92.83	1
ENSG00000285025	MIURF	57.75							
ENSG00000100219	XBP1	44.93	ENSSHAG00000027584		1	ENSP00000343155	100	100.00	0
ENSG00000207756	MIR580	29.90							
ENSG00000201223	RNU6-1305P	46.15							
ENSG00000152620	NADK2	35.98	ENSSHAG00000002696	NADK2	1	ENSP00000371362	100	97.31	1
ENSG00000258500		43.03							
ENSG00000253075	RN7SKP92	42.62							
ENSG00000259031		65.40							
ENSG00000258576		57.35							
ENSG00000175463	TBC1D10C	61.91	ENSSHAG00000000027	TBC1D10C	6	ENSP00000443654	100	100.00	1
ENSG00000240179	RPL26P3	40.18							
ENSG00000252065	RNU6-864P	43.52							
ENSG00000212518	RNU11-5P	38.76							
ENSG00000252686	RNU6-1234P	33.01							
ENSG00000287142		39.68							
ENSG00000259160		59.55							
ENSG00000165807	PPP1R36	42.72	ENSSHAG00000010522	PPP1R36	2	ENSP00000298705	100	83.44	0
ENSG00000252074	RNU6-416P	44.66							
ENSG00000276357	KIR3DL2	47.07							
ENSG00000222287	RNU6-1043P	40.40							
ENSG00000005844	ITGAL	50.45	ENSSHAG00000007124	ITGAL	1	ENSP00000349252	75	93.60	1
ENSG00000049541	RFC2	48.96	ENSSHAG00000004520	RFC2	4	ENSP00000055077	100	90.70	1
ENSG00000186575	NF2	45.79	ENSSHAG00000003942	NF2	1	ENSP00000344666	100	100.00	1
ENSG00000234632	NECAP1P2	48.03							
ENSG00000225658	TAF13P2	33.92							
ENSG00000159239		46.04							
ENSG00000234521		46.72							
ENSG00000233155	HMGA1P8	59.50							
ENSG00000273141		69.34							
ENSG00000277153	RNU6-222P	42.99							
ENSG00000005448	WDR54	54.68	ENSSHAG00000017008	WDR54	6	ENSP00000006526	100	98.41	1
ENSG00000267079		46.30							
ENSG00000274842	LILRP2	41.85							
ENSG00000259076		42.29							
ENSG00000259010	NUP50P1	44.94							
ENSG00000293046	LILRP2	44.33							
ENSG00000142541	RPL13A	52.27	ENSSHAG00000021286	RPL13A	3	ENSP00000375730	100	100.00	1
ENSG00000126822	PLEKHG3	52.94	ENSSHAG00000011587	PLEKHG3	2	ENSP00000247226	100	100.00	1
ENSG00000278773		50.00							
ENSG00000177383	MAGEF1	53.85	ENSSHAG00000004546		5	ENSP00000315064	0	84.80	0
ENSG00000177383	MAGEF1	53.85	ENSSHAG00000026031		X	ENSP00000315064	0	0.00	0
ENSG00000204619	PPP1R11	49.16	ENSSHAG00000025209	PPP1R11	4	ENSP00000365963	100	100.00	1
ENSG00000064601	CTSA	56.09	ENSSHAG00000003427	CTSA	2	ENSP00000493613	50	94.59	1
ENSG00000187068	C3orf70	39.96	ENSSHAG00000024692	C3orf70	4	ENSP00000334974	50	100.00	1
ENSG00000234937		45.71							
ENSG00000175634	RPS6KB2	58.79	ENSSHAG00000002574	RPS6KB2	6	ENSP00000308413	100	99.23	1
ENSG00000132718	SYT11	46.48	ENSSHAG00000012239	SYT11	4	ENSP00000357307	50	100.00	1
ENSG00000229704	EIF2S2P2	39.00							
ENSG00000264614	MIR5588	31.75							
ENSG00000201957		43.75							
ENSG00000196455	PIK3R4	36.67	ENSSHAG00000008449	PIK3R4	5	ENSP00000349205	100	100.00	1
ENSG00000283442	U4	37.74	ENSSHAG00000019265	U4	3	ENST00000638126		0.00	0
ENSG00000132680	KHDC4	42.57	ENSSHAG00000012665	KHDC4	4	ENSP00000357304	100	100.00	1
ENSG00000274639	KIR3DL3	49.05							
ENSG00000267661		46.95							
ENSG00000266955		49.63							
ENSG00000293190		41.86							
ENSG00000125445	MRPS7	50.48	ENSSHAG00000018455	MRPS7	4	ENSP00000245539	100	100.00	1
ENSG00000188566	NDOR1	60.52	ENSSHAG00000008821	NDOR1	2	ENSP00000507194	100	98.55	1
ENSG00000204616	TRIM31	47.09							
ENSG00000115274	INO80B	53.01							
ENSG00000294788		45.56							
ENSG00000070182	SPTB	48.21	ENSSHAG00000011913	SPTB	2	ENSP00000495909	100	99.58	1
ENSG00000267247		50.12							
ENSG00000297381		48.53							
ENSG00000263843	MIF4GD-DT	60.78							
ENSG00000289550		52.67							
ENSG00000267069		51.26							
ENSG00000245711	NADK2-AS1	37.26							
ENSG00000176014	TUBB6	45.60	ENSSHAG00000006931	TUBB6	1	ENSP00000318697	100	99.93	1
ENSG00000125454	SLC25A19	50.68	ENSSHAG00000022591	SLC25A19	4	ENSP00000397818	100	97.43	1
ENSG00000145604	SKP2	39.26	ENSSHAG00000004377	SKP2	1	ENSP00000274255	100	100.00	1
ENSG00000275245		43.90							
ENSG00000276154	KIR2DS4	48.99							
ENSG00000275225		49.12							
ENSG00000278856	KIR3DL1	48.43							
ENSG00000151632	AKR1C2	38.99							
ENSG00000249709	ZNF564	44.24							
ENSG00000252228		45.68							
ENSG00000204614	TRIM40	42.69							
ENSG00000274049	INO80B-WBP1	54.58							
ENSG00000207475	SNORA80E	54.74	ENSSHAG00000019728		X	ENST00000384744		0.00	0
ENSG00000207475	SNORA80E	54.74	ENSSHAG00000027103		X	ENST00000384744		0.00	0
ENSG00000280466	SCARNA4	46.88							
ENSG00000281394	SCARNA4	46.51							
ENSG00000277817	MIR6738	54.69							
ENSG00000224276	ARHGEF2-AS1	49.44							
ENSG00000204613	TRIM10	45.93	ENSSHAG00000027656	TRIM10	4	ENSP00000397073	75	98.35	1
ENSG00000239779	WBP1	55.98							
ENSG00000163479	SSR2	46.99	ENSSHAG00000012964		4	ENSP00000295702	100	100.00	0
ENSG00000269693		46.19							
ENSG00000269560		41.80							
ENSG00000230310	LINC02926	47.23							
ENSG00000213290	PGK1P2	50.75							
ENSG00000259707		52.20							
