Gene stable ID	Gene name	Gene % GC content	Mouse gene stable ID	Last common ancestor with Mouse	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
ENSG00000270780	RPL13AP10	55.54								
ENSG00000273935	CDH12P4	46.44								
ENSG00000232895		44.34								
ENSG00000273799		50.93								
ENSG00000273698	MRPL57P1	49.81								
ENSG00000273112		43.53								
ENSG00000197816	CCDC180	46.89	ENSMUSG00000035539	Euarchontoglires	ortholog_one2one	64.8159	64.5433	50	99.59	1
ENSG00000173110	HSPA6	58.64								
ENSG00000275192	LINC02197	36.14								
ENSG00000224203	RPS23P10	44.14								
ENSG00000277680		37.61								
ENSG00000290572	PMCHL2	34.91								
ENSG00000200935	RNU6-1090P	34.04								
ENSG00000224515		45.12								
ENSG00000175535	PNLIP	39.14	ENSMUSG00000046008	Eutheria	ortholog_one2one	78.4946	78.4946	100	100.00	1
ENSG00000231586	RPS23P9	44.04								
ENSG00000234211		50.68								
ENSG00000275396		33.93								
ENSG00000143125	PROK1	50.79	ENSMUSG00000070368	Euarchontoglires	ortholog_one2one	84.7619	84.7619	100	100.00	1
ENSG00000205352	PRR13	48.59								
ENSG00000276297		44.34								
ENSG00000273873	BDP1	39.84								
ENSG00000143105	KCNA10	50.33	ENSMUSG00000042861	Euarchontoglires	ortholog_one2one	93.7378	93.7378	100	100.00	1
ENSG00000199710	Y_RNA	46.46								
ENSG00000243894	RPS3AP16	39.18								
ENSG00000237415	NRBF2P3	44.39								
ENSG00000248669	VPS51P13	61.39								
ENSG00000232791	OR11I1P	46.75								
ENSG00000145220	LYAR	44.00	ENSMUSG00000067367	Euarchontoglires	ortholog_one2one	74.934	73.1959	100	100.00	1
ENSG00000177301	KCNA2	47.29	ENSMUSG00000040724	Euarchontoglires	ortholog_one2one	99.3988	99.3988	100	100.00	1
ENSG00000138614	INTS14	40.67	ENSMUSG00000034263	Euarchontoglires	ortholog_one2one	97.6834	98.2524	100	100.00	1
ENSG00000221955	SLC12A8	45.27	ENSMUSG00000035506	Euarchontoglires	ortholog_one2one	80.112	81.1348	100	100.00	1
ENSG00000125743	SNRPD2	52.25	ENSMUSG00000040824	Euarchontoglires	ortholog_one2one	100	100	100	100.00	1
ENSG00000252050		40.00								
ENSG00000232091	PNLIPP1	40.63								
ENSG00000156313	RPGR	37.60	ENSMUSG00000031174	Euarchontoglires	ortholog_one2one	39.2361	45.1548	100	100.00	0
ENSG00000266200	PNLIPRP2	44.12	ENSMUSG00000025091	Euarchontoglires	ortholog_one2one	75.2665	73.2365	100	100.00	1
ENSG00000221269	MIR1302-8	34.38								
ENSG00000276257		57.89								
ENSG00000265908		42.40								
ENSG00000279774		43.58								
ENSG00000262327	AGK	39.27								
ENSG00000275030	RNU6-538P	35.51	ENSMUSG00001118663	Eutheria	ortholog_one2many	79.4393	79.4393		0.00	0
ENSG00000286486		45.75								
ENSG00000284611		42.67								
ENSG00000244066	RN7SL148P	56.63								
ENSG00000287531		45.80								
ENSG00000284658		40.73								
ENSG00000283701	MIR555	48.96								
ENSG00000187821	HELT	62.78	ENSMUSG00000047171	Euarchontoglires	ortholog_one2one	91.7355	92.5	100	100.00	1
ENSG00000107819	SFXN3	54.04	ENSMUSG00000025212	Euarchontoglires	ortholog_one2one	93.7695	93.7695	100	100.00	1
ENSG00000207134	RNU6-106P	37.38								
ENSG00000278720		37.88								
ENSG00000227773	ASH1L-IT1	43.24								
ENSG00000171942	OR10H2	57.14	ENSMUSG00000094891	Eutheria	ortholog_many2many	83.1746	83.1746	25	0.00	0
ENSG00000171942	OR10H2	57.14	ENSMUSG00000096169	Eutheria	ortholog_many2many	82.2222	81.4465	0	0.00	0
ENSG00000171942	OR10H2	57.14	ENSMUSG00000093884	Eutheria	ortholog_many2many	83.8095	83.8095	25	98.65	1
ENSG00000260691	ANKRD20A1	37.56								
ENSG00000261949	GFY	56.69	ENSMUSG00000095276	Euarchontoglires	ortholog_one2one	52.7027	54.1667	100	100.00	1
ENSG00000161513	FDXR	58.11								
ENSG00000207144	RNU6-1297P	38.46								
ENSG00000237872	POU5F1P4	58.89								
ENSG00000271267		45.53								
ENSG00000225082	DAP3P1	47.15								
ENSG00000223503		61.18								
ENSG00000179284	DAND5	52.33	ENSMUSG00000053226	Euarchontoglires	ortholog_one2one	61.3757	62.7027	75	100.00	1
ENSG00000171936	OR10H3	37.12	ENSMUSG00000054666	Euarchontoglires	ortholog_one2many	76.5823	76.5823	25	100.00	1
ENSG00000152595	MEPE	38.51	ENSMUSG00000053863	Euarchontoglires	ortholog_one2one	43.619	51.9274	100	100.00	0
ENSG00000160752	FDPS	50.48	ENSMUSG00000059743	Euarchontoglires	ortholog_one2one	71.1217	84.4193	100	100.00	1
ENSG00000237521	OR7E24	42.58	ENSMUSG00000058491	Euarchontoglires	ortholog_one2many	62.5369	65.6347	0	0.00	0
ENSG00000237521	OR7E24	42.58	ENSMUSG00000066897	Euarchontoglires	ortholog_one2many	62.8319	65.9443	0	0.78	0
ENSG00000237521	OR7E24	42.58	ENSMUSG00000044106	Euarchontoglires	ortholog_one2many	62.2419	68.2848	0	0.00	0
ENSG00000237521	OR7E24	42.58	ENSMUSG00000050803	Euarchontoglires	ortholog_one2many	62.2419	67.6282	25	0.00	0
ENSG00000237521	OR7E24	42.58	ENSMUSG00000049028	Euarchontoglires	ortholog_one2many	67.8466	71.2074	0	98.56	1
ENSG00000094661	OR1I1	47.83	ENSMUSG00000071185	Eutheria	ortholog_one2one	67.3239	76.3578	100	100.00	1
ENSG00000263042	WEE2	39.70								
ENSG00000186723	OR10H1	47.89	ENSMUSG00000094891	Eutheria	ortholog_many2many	84.2767	85.0794	0	0.00	0
ENSG00000186723	OR10H1	47.89	ENSMUSG00000096169	Eutheria	ortholog_many2many	82.7044	82.7044	25	0.00	0
ENSG00000186723	OR10H1	47.89	ENSMUSG00000093884	Eutheria	ortholog_many2many	85.2201	86.0317	0	100.00	1
ENSG00000127515	OR7A10	42.43	ENSMUSG00000046493	Boreoeutheria	ortholog_many2many	75.0809	75.0809	50	1.60	0
ENSG00000127515	OR7A10	42.43	ENSMUSG00000094080	Boreoeutheria	ortholog_many2many	64.0777	63.871	50	0.00	0
ENSG00000127515	OR7A10	42.43	ENSMUSG00000048101	Boreoeutheria	ortholog_many2many	75.0809	75.0809	0	5.32	0
ENSG00000127515	OR7A10	42.43	ENSMUSG00000094673	Boreoeutheria	ortholog_many2many	66.0194	65.8064	50	0.00	0
ENSG00000105619	TFPT	54.86	ENSMUSG00000006335	Euarchontoglires	ortholog_one2one	90.9091	92.3695	100	100.00	1
ENSG00000262671		40.81								
ENSG00000150625	GPM6A	35.77	ENSMUSG00000031517	Euarchontoglires	ortholog_one2one	98.9209	98.9209	100	100.00	1
ENSG00000262656	U1	50.91								
ENSG00000214279	SCART1	45.97	ENSMUSG00000025461	Euarchontoglires	ortholog_one2one	61.4411	63.6731	100	89.59	1
ENSG00000094916	CBX5	42.96	ENSMUSG00000009575	Euarchontoglires	ortholog_one2one	97.9058	97.9058	100	100.00	1
ENSG00000221944	TIGD1	49.47								
ENSG00000163001	CFAP36	40.38	ENSMUSG00000020462	Euarchontoglires	ortholog_one2one	90.9357	90.6706	100	100.00	1
ENSG00000272296	SNORD96A	51.90	ENSMUSG00000064725	Eutheria	ortholog_one2one	84.8101	82.716		100.00	1
ENSG00000204022	LIPJ	32.94								
ENSG00000264549	SNORD95	57.35	ENSMUSG00000064500	Eutheria	ortholog_one2many	89.7059	91.0448		100.00	1
ENSG00000264549	SNORD95	57.35	ENSMUSG00000064780	Eutheria	ortholog_one2many	85.2941	85.2941		0.00	0
ENSG00000264549	SNORD95	57.35	ENSMUSG00002075771	Eutheria	ortholog_one2many	70.5882	70.5882		0.00	0
ENSG00000286310		32.20								
ENSG00000222533	RNU6-705P	40.38	ENSMUSG00000093325	Amniota	ortholog_many2many	72.1154	69.4444		0.00	0
ENSG00000222533	RNU6-705P	40.38	ENSMUSG00000118795	Amniota	ortholog_many2many	71.1538	69.1589		0.00	0
ENSG00000183718	TRIM52	43.81	ENSMUSG00000022113	Eutheria	ortholog_one2one	37.6307	46.3519	0	89.04	0
ENSG00000181781	CIMAP1D	58.58	ENSMUSG00000035963	Euarchontoglires	ortholog_one2one	78.8927	82.3105	100	100.00	1
ENSG00000285580		37.86								
ENSG00000238551	RNU6-1193P	35.51	ENSMUSG00001118663	Eutheria	ortholog_one2many	79.4393	79.4393		0.00	0
ENSG00000224762		36.72								
ENSG00000229156		62.17								
ENSG00000224106	CYP4F25P	53.67								
ENSG00000233569		40.92								
ENSG00000251380	DCANP1	53.97								
ENSG00000235133	RPL35AP22	40.90								
ENSG00000201444	RNU6-1082P	44.86								
ENSG00000231901		38.15								
ENSG00000264717	NPY4R2	52.56	ENSMUSG00000048337	Euarchontoglires	ortholog_one2many	75.4667	75.4667	0	100.00	1
ENSG00000130202	NECTIN2	52.84	ENSMUSG00000062300	Euarchontoglires	ortholog_one2one	74.5353	75.6604	100	100.00	1
ENSG00000234782	TPT1P9	43.58								
ENSG00000255833	TIFAB	53.24	ENSMUSG00000049625	Euarchontoglires	ortholog_one2one	73.2919	80.2721	100	100.00	1
ENSG00000289735		37.96								
ENSG00000289736		37.29								
ENSG00000283803	MIR3198-2	55.00								
ENSG00000229835	KHSRPP1	59.16								
ENSG00000241785	RN7SL390P	50.70								
ENSG00000244230	RN7SL151P	54.42								
ENSG00000258344		46.82								
ENSG00000264545		40.35								
ENSG00000229298	TUBB8P1	52.41								
ENSG00000123405	NFE2	51.75	ENSMUSG00000058794	Euarchontoglires	ortholog_one2one	88.7399	88.7399	100	100.00	1
ENSG00000279670		34.91								
ENSG00000264801	ERVFRD-3	41.81								
ENSG00000249915	PDCD6	51.30	ENSMUSG00000021576	Boreoeutheria	ortholog_one2one	98.9529	98.9529	100	100.00	1
ENSG00000107833	NPM3	57.73	ENSMUSG00000056209	Euarchontoglires	ortholog_one2one	84.8315	86.2857	100	100.00	1
ENSG00000171130	ATP6V0E2	50.62	ENSMUSG00000039347	Boreoeutheria	ortholog_one2one	67.9012	49.1071	100	100.00	0
ENSG00000147889	CDKN2A	41.19	ENSMUSG00000044303	Boreoeutheria	ortholog_one2one	62.8205	58.3333	100	88.86	1
ENSG00000274506		42.27								
ENSG00000274138	HMGN1P12	44.62								
ENSG00000275300	MCCC2	43.41								
ENSG00000149476	TKFC	54.63	ENSMUSG00000034371	Euarchontoglires	ortholog_one2one	85.3913	84.9481	100	100.00	1
ENSG00000119919	NKX2-3	59.39	ENSMUSG00000044220	Euarchontoglires	ortholog_one2one	89.8352	90.3315	100	100.00	1
ENSG00000111481	COPZ1	46.59	ENSMUSG00000060992	Euarchontoglires	ortholog_one2one	100	100	100	100.00	1
ENSG00000137815	RTF1	45.65	ENSMUSG00000027304	Euarchontoglires	ortholog_one2one	98.169	97.4825	100	100.00	1
ENSG00000285932		40.82								
ENSG00000282185	PTPRN2	52.12								
ENSG00000198018	ENTPD7	39.77	ENSMUSG00000025192	Eutheria	ortholog_one2one	92.3841	92.0792	75	100.00	1
ENSG00000130204	TOMM40	56.25	ENSMUSG00000002984	Boreoeutheria	ortholog_one2one	93.0748	93.0748	100	100.00	1
ENSG00000106052	TAX1BP1	36.81	ENSMUSG00000004535	Euarchontoglires	ortholog_one2one	87.3257	84.6437	100	100.00	1
ENSG00000302935		49.01								
ENSG00000233690	EBAG9P1	40.52								
ENSG00000119929	CUTC	40.02	ENSMUSG00000025193	Euarchontoglires	ortholog_one2one	91.5751	91.9118	100	100.00	1
ENSG00000198836	OPA1	36.98	ENSMUSG00000038084	Euarchontoglires	ortholog_one2one	91.133	96.3542	100	100.00	1
ENSG00000302965		42.85								
ENSG00000303576		41.30								
ENSG00000266446		65.41								
ENSG00000289837		40.32								
ENSG00000215221	UBA52P6	52.62								
ENSG00000275358		50.31								
ENSG00000274055		35.42								
ENSG00000277653		50.67								
ENSG00000100987	VSX1	46.34	ENSMUSG00000033080	Euarchontoglires	ortholog_one2one	74.5205	74.9311	100	100.00	1
ENSG00000198853	RUSC2	44.22	ENSMUSG00000035969	Euarchontoglires	ortholog_one2one	87.0053	87.0627	100	100.00	1
ENSG00000242134	RPL5P13	39.21								
ENSG00000250835	LSM3P4	41.10								
ENSG00000166823	MESP1	70.55	ENSMUSG00000030544	Eutheria	ortholog_one2one	58.5821	64.6091	100	100.00	1
ENSG00000014919	COX15	42.22	ENSMUSG00000040018	Euarchontoglires	ortholog_one2one	90.2439	89.5884	100	100.00	1
ENSG00000164093	PITX2	49.37	ENSMUSG00000028023	Theria	ortholog_one2one	79.321	94.8339	100	100.00	1
ENSG00000185033	SEMA4B	50.67	ENSMUSG00000030539	Euarchontoglires	ortholog_one2one	82.9152	84.3256	100	100.00	1
ENSG00000251775		39.16								
ENSG00000223962	UBBP3	49.38								
ENSG00000228848	RPS20P13	43.85								
ENSG00000226340	USP8P2	38.90								
ENSG00000286167		42.55								
ENSG00000228236	TXNP5	41.27								
ENSG00000144395	CCDC150	38.16	ENSMUSG00000025983	Euarchontoglires	ortholog_one2one	76.8392	76.2162	100	100.00	1
ENSG00000235619	RPL36AP33	43.87								
ENSG00000215187	CIMIP2B	55.24	ENSMUSG00000042788	Euarchontoglires	ortholog_one2one	61.8182	44.8549	100	100.00	0
ENSG00000227351	NANOGP6	44.98								
ENSG00000108091	CCDC6	40.90	ENSMUSG00000048701	Euarchontoglires	ortholog_one2one	95.3587	96.3753	100	100.00	1
ENSG00000121957	GPSM2	38.78	ENSMUSG00000027883	Euarchontoglires	ortholog_one2one	91.2281	91.8998	100	100.00	1
ENSG00000202190	Y_RNA	45.61								
ENSG00000162144	CYB561A3	52.14	ENSMUSG00000034445	Euarchontoglires	ortholog_one2one	84.7107	84.7107	100	100.00	1
ENSG00000282121		40.89								
ENSG00000122872	ARL4AP1	39.43								
ENSG00000254271	ANK3-DT	38.45								
ENSG00000170312	CDK1	35.07	ENSMUSG00000019942	Theria	ortholog_one2one	96.9697	96.9697	100	96.85	1
ENSG00000160867	FGFR4	60.13	ENSMUSG00000005320	Euarchontoglires	ortholog_one2one	90.1496	90.4881	100	100.00	1
ENSG00000227852	RPS29P17	52.41								
ENSG00000279073		61.33								
ENSG00000199411	SNORD62	41.86	ENSMUSG00000119104	Eutheria	ortholog_many2many	80.2326	81.1765		0.00	0
ENSG00000199411	SNORD62	41.86	ENSMUSG00000064952	Eutheria	ortholog_many2many	79.0698	80		100.00	1
ENSG00000263697	MIR3621	72.94								
ENSG00000122140	MRPS2	63.07	ENSMUSG00000035772	Euarchontoglires	ortholog_one2one	69.5946	70.7904	50	100.00	1
ENSG00000225069	VTCN1P1	45.27								
ENSG00000230725		44.45								
ENSG00000282781		57.01								
ENSG00000282147	FAM20C	62.51								
ENSG00000282309		56.58								
ENSG00000130203	APOE	61.06	ENSMUSG00000002985	Euarchontoglires	ortholog_one2one	70.6625	72.0257	100	100.00	1
ENSG00000282645		53.99								
ENSG00000281951	FAM157D	43.28								
ENSG00000282557		56.61								
ENSG00000282333		48.65								
ENSG00000237553		42.27								
ENSG00000225344	NIPAL1P1	43.80								
ENSG00000282662	LINC03015	48.70								
ENSG00000107014	RLN2	39.23	ENSMUSG00000039097	Euarchontoglires	ortholog_one2many	47.5676	47.5676	100	100.00	0
ENSG00000197586	ENTPD6	50.78	ENSMUSG00000033068	Euarchontoglires	ortholog_one2one	82.2314	87.4725	100	100.00	1
ENSG00000279845		28.76								
ENSG00000120519	SLC10A7	36.99	ENSMUSG00000031684	Boreoeutheria	ortholog_one2one	94.7059	94.7059	100	100.00	1
ENSG00000282575		61.72								
ENSG00000282461	LINC03014	51.20								
ENSG00000214195	HMGN2P31	48.72								
ENSG00000107018	RLN1	38.95	ENSMUSG00000039097	Euarchontoglires	ortholog_one2many	48.1081	48.1081	100	100.00	0
ENSG00000280087		54.36								
ENSG00000130208	APOC1	53.46	ENSMUSG00000040564	Boreoeutheria	ortholog_one2one	67.4699	63.6364	100	100.00	1
ENSG00000272866		30.41								
ENSG00000231967		44.86								
ENSG00000107020	PLGRKT	39.90	ENSMUSG00000016495	Euarchontoglires	ortholog_one2one	82.3129	82.3129	100	100.00	1
ENSG00000146360	GPR6	58.90	ENSMUSG00000046922	Euarchontoglires	ortholog_one2one	93.9227	93.6639	100	100.00	1
ENSG00000223107	RNU2-72P	39.88								
ENSG00000155287	SLC25A28	46.67	ENSMUSG00000040414	Euarchontoglires	ortholog_one2one	97.5275	97.5275	100	100.00	1
ENSG00000014123	UFL1	33.38	ENSMUSG00000040359	Euarchontoglires	ortholog_one2one	90.5542	90.6684	100	100.00	1
ENSG00000214190	RNF152P1	59.27								
ENSG00000120217	CD274	38.15	ENSMUSG00000016496	Euarchontoglires	ortholog_one2one	69.6552	69.6552	100	100.00	1
ENSG00000267467	APOC4	54.23	ENSMUSG00000074336	Euarchontoglires	ortholog_one2one	56.6929	58.0645	100	100.00	1
ENSG00000112214	FHL5	35.38	ENSMUSG00000028259	Euarchontoglires	ortholog_one2one	85.2113	85.2113	100	100.00	1
ENSG00000169446	MMGT1	38.96	ENSMUSG00000061273	Euarchontoglires	ortholog_one2one	95.4198	95.4198	75	100.00	1
ENSG00000213183	RPS7P8	46.13								
ENSG00000207309	RNU4-70P	41.01								
ENSG00000219139	TYMSP1	41.43								
ENSG00000217331		30.92								
ENSG00000224916	APOC4-APOC2	54.07								
ENSG00000126970	ZC4H2	39.24	ENSMUSG00000035062	Euarchontoglires	ortholog_one2one	100	100	100	100.00	1
ENSG00000122335	SERAC1	39.81	ENSMUSG00000015659	Boreoeutheria	ortholog_one2one	86.8502	86.8502	100	100.00	1
ENSG00000148826	NKX6-2	66.28	ENSMUSG00000041309	Euarchontoglires	ortholog_one2one	96.7509	96.7509	100	100.00	1
ENSG00000252923		45.90								
ENSG00000234906	APOC2	53.36	ENSMUSG00000002992	Euarchontoglires	ortholog_one2one	59.4059	61.8557	100	100.00	1
ENSG00000278438	MIR7849	36.79								
ENSG00000251009		46.96								
ENSG00000119041	GTF3C3	36.72	ENSMUSG00000041303	Euarchontoglires	ortholog_one2one	93.4537	93.8775	100	100.00	1
ENSG00000109272	PF4V1	49.16								
ENSG00000171811	CFAP46	55.43	ENSMUSG00000049571	Eutheria	ortholog_one2one	61.7311	63.4608	100	98.51	1
ENSG00000163739	CXCL1	49.32								
ENSG00000188549	CCDC9B	58.85	ENSMUSG00000045838	Euarchontoglires	ortholog_one2one	65.9184	64.6	100	100.00	1
ENSG00000267114		51.14								
ENSG00000279246		51.16								
ENSG00000104853	CLPTM1	52.83	ENSMUSG00000002981	Euarchontoglires	ortholog_one2one	94.7683	95.4819	100	100.00	1
ENSG00000249920	HNRNPA1P55	46.39								
ENSG00000207381	RNU6-950P	42.06	ENSMUSG00000065029	Eutheria	ortholog_one2many	81.3084	83.6538		0.00	0
ENSG00000289215		28.48								
ENSG00000199122	MIR148B	43.43	ENSMUSG00000065560	Eutheria	ortholog_one2one	91.9192	93.8144		100.00	1
ENSG00000264028	RN7SL744P	54.68								
ENSG00000139572	GPR84	50.76								
ENSG00000250339	CXCL1P1	67.52								
ENSG00000163737	PF4	48.73								
ENSG00000149532	CPSF7	44.18	ENSMUSG00000034820	Boreoeutheria	ortholog_one2one	98.7013	96.8153	100	100.00	1
ENSG00000197646	PDCD1LG2	40.55	ENSMUSG00000016498	Euarchontoglires	ortholog_one2one	63.0037	69.6356	100	97.96	1
ENSG00000198947	DMD	36.42	ENSMUSG00000045103	Eutheria	ortholog_one2one	91.0991	91.2724	100	100.00	1
ENSG00000111639	MRPL51	48.72	ENSMUSG00000030335	Euarchontoglires	ortholog_one2one	82.0312	82.0312	100	100.00	1
ENSG00000288796		40.04								
ENSG00000288745		40.72								
ENSG00000261549		38.38								
ENSG00000163735	CXCL5	38.14								
ENSG00000188501	LCTL	44.84	ENSMUSG00000032401	Eutheria	ortholog_one2one	83.5979	83.7456	100	100.00	1
ENSG00000231509		41.40								
ENSG00000120162	MOB3B	41.88	ENSMUSG00000073910	Boreoeutheria	ortholog_one2one	98.1481	98.1481	50	100.00	1
ENSG00000244194	RN7SL218P	50.84								
ENSG00000163734	CXCL3	47.59								
ENSG00000147896	IFNK	38.66	ENSMUSG00000042993	Eutheria	ortholog_one2one	33.8164	35.1759	50	100.00	0
ENSG00000285103	EMICERI	41.83								
ENSG00000172782	FADS6	53.88	ENSMUSG00000044788	Euarchontoglires	ortholog_one2one	74.1848	79.8246	75	100.00	1
ENSG00000224470	ATXN1L	46.33	ENSMUSG00000069895	Euarchontoglires	ortholog_one2one	93.4688	93.7409	75	100.00	1
ENSG00000221910	OR2F2	49.90	ENSMUSG00000095831	Euarchontoglires	ortholog_many2many	83.5962	83.5962	50	100.00	1
ENSG00000221910	OR2F2	49.90	ENSMUSG00000094192	Euarchontoglires	ortholog_many2many	84.858	84.858	50	0.00	0
ENSG00000221910	OR2F2	49.90	ENSMUSG00000095236	Euarchontoglires	ortholog_many2many	82.6498	82.6498	50	0.00	0
ENSG00000250673	REELD1	43.04								
ENSG00000147894	C9orf72	36.96	ENSMUSG00000028300	Euarchontoglires	ortholog_one2one	98.1289	98.1289	100	100.00	1
ENSG00000091073	DTX2	54.28	ENSMUSG00000004947	Euarchontoglires	ortholog_one2one	84.8875	85.2989	75	100.00	1
ENSG00000138767	CNOT6L	36.25	ENSMUSG00000034724	Euarchontoglires	ortholog_one2one	97.1171	98	100	100.00	1
ENSG00000182040	USH1G	61.05	ENSMUSG00000045288	Euarchontoglires	ortholog_one2one	96.3124	96.3124	100	100.00	1
ENSG00000182149	IST1	45.18	ENSMUSG00000031729	Euarchontoglires	ortholog_one2one	94.5355	95.5801	100	100.00	1
ENSG00000183034	OTOP2	55.73	ENSMUSG00000050201	Euarchontoglires	ortholog_one2one	85.2313	85.0799	100	100.00	1
ENSG00000010292	NCAPD2	46.34	ENSMUSG00000038252	Euarchontoglires	ortholog_one2one	86.01	86.5661	100	100.00	1
ENSG00000182938	OTOP3	53.47	ENSMUSG00000018862	Boreoeutheria	ortholog_one2one	82.1799	82.3224	75	100.00	1
ENSG00000167861	HID1	58.03	ENSMUSG00000034586	Euarchontoglires	ortholog_one2one	95.5584	95.6798	100	100.00	1
ENSG00000109758	HGFAC	67.43	ENSMUSG00000029102	Euarchontoglires	ortholog_one2one	80.916	81.1639	100	100.00	1
ENSG00000177693	OR4F4	41.70	ENSMUSG00000108891	Euarchontoglires	ortholog_many2many	80.1858	79.4479	50	0.00	0
ENSG00000177693	OR4F4	41.70	ENSMUSG00000061195	Euarchontoglires	ortholog_many2many	80.1858	79.4479	50	99.63	1
ENSG00000177693	OR4F4	41.70	ENSMUSG00000108908	Euarchontoglires	ortholog_many2many	78.9474	78.2209	50	0.00	0
ENSG00000188451	SRP72P2	60.27								
ENSG00000274023		41.80								
ENSG00000238019		46.82								
ENSG00000243373	RN7SL173P	51.71								
ENSG00000140545	MFGE8	55.64	ENSMUSG00000030605	Euarchontoglires	ortholog_one2one	61.4987	55.8685	100	100.00	1
ENSG00000272047	GTF2H5	40.89	ENSMUSG00000034345	Eutheria	ortholog_one2one	98.5916	98.5916	100	100.00	1
ENSG00000187944	C2orf66	37.15	ENSMUSG00000109809	Euarchontoglires	ortholog_one2one	72	72	100	100.00	1
ENSG00000280176		47.22								
ENSG00000197121	PGAP1	36.00	ENSMUSG00000073678	Boreoeutheria	ortholog_one2one	90.4555	90.4555	100	100.00	1
ENSG00000185760	KCNQ5	37.35	ENSMUSG00000028033	Euarchontoglires	ortholog_one2one	95.6009	93.5924	75	100.00	1
ENSG00000199402	RNA5SP308	45.22								
ENSG00000229605	RPL21P93	43.35								
ENSG00000175920	DOK7	62.88	ENSMUSG00000044716	Euarchontoglires	ortholog_one2one	85.3175	85.3175	100	100.00	1
ENSG00000151474	FRMD4A	43.78	ENSMUSG00000026657	Euarchontoglires	ortholog_one2one	94.514	94.2418	100	100.00	1
ENSG00000215441	CTAGE12P	41.03								
ENSG00000260390		39.81								
ENSG00000260412		36.97								
ENSG00000229060		57.12								
ENSG00000224955	KCTD10P1	38.08								
ENSG00000235089		50.70								
ENSG00000215966	MIR876	37.04	ENSMUSG00000077851	Eutheria	ortholog_one2one	88.8889	88.8889		100.00	1
ENSG00000285179		34.72								
ENSG00000215939	MIR873	46.75	ENSMUSG00000106425	Eutheria	ortholog_one2one	66.2338	66.2338		100.00	1
ENSG00000230276		42.05								
ENSG00000223026	RN7SKP247	43.51	ENSMUSG00002076698	Eutheria	ortholog_many2many	53.8961	59.0747		0.00	0
ENSG00000223026	RN7SKP247	43.51	ENSMUSG00002075015	Eutheria	ortholog_many2many	55.1948	54.4872		0.00	0
ENSG00000188396	DYNLT4	63.13	ENSMUSG00000047671	Euarchontoglires	ortholog_one2one	69.6833	70.3196	100	100.00	1
ENSG00000202167	RNU1-114P	65.66	ENSMUSG00000065096	Eutheria	ortholog_many2many	59.6386	60.3659		0.00	0
ENSG00000202167	RNU1-114P	65.66	ENSMUSG00002075702	Eutheria	ortholog_many2many	51.2048	54.4872		0.00	0
ENSG00000277646		36.52								
ENSG00000207349	RNVU1-17	51.83								
ENSG00000109089	CDR2L	53.80	ENSMUSG00000050910	Euarchontoglires	ortholog_one2one	93.3333	93.3333	100	100.00	1
ENSG00000229834		52.45								
ENSG00000252826	RNVU1-23	46.67	ENSMUSG00000092743	Amniota	ortholog_one2many	54.0741	46.2025		0.00	0
ENSG00000230097	ME2P1	42.94								
ENSG00000206737	RNVU1-18	54.27								
ENSG00000242352	FAM91A3P	41.82								
ENSG00000174482	LINGO2	35.81	ENSMUSG00000045083	Euarchontoglires	ortholog_one2one	97.6898	97.6898	100	100.00	1
ENSG00000270962		55.07								
ENSG00000252105	RNU1-143P	51.37								
ENSG00000237503		47.30								
ENSG00000276674	IGKV1OR1-1	49.68								
ENSG00000167862	MRPL58	48.66	ENSMUSG00000018858	Euarchontoglires	ortholog_one2one	79.6116	79.6116	75	100.00	1
ENSG00000177125	ZBTB34	43.28	ENSMUSG00000068966	Eutheria	ortholog_one2one	92.8571	90.3475	75	100.00	1
ENSG00000082482	KCNK2	36.37	ENSMUSG00000037624	Boreoeutheria	ortholog_one2one	96.2441	96.2441	100	100.00	1
ENSG00000163956	LRPAP1	57.26	ENSMUSG00000029103	Euarchontoglires	ortholog_one2one	76.1905	75.5556	75	100.00	1
ENSG00000225856	PCNPP2	48.79								
ENSG00000213694	S1PR3	49.32	ENSMUSG00000067586	Euarchontoglires	ortholog_one2one	87.5661	87.5661	100	100.00	1
ENSG00000148082	SHC3	42.72	ENSMUSG00000021448	Euarchontoglires	ortholog_one2one	91.2458	91.2458	100	100.00	1
ENSG00000252545	RNU6-362P	35.56	ENSMUSG00000065296	Sarcopterygii	ortholog_one2many	48.8889	53.6585		0.00	0
ENSG00000167863	ATP5PD	47.61	ENSMUSG00000034566	Eutheria	ortholog_one2one	81.3665	81.3665	100	100.00	1
ENSG00000289502		31.17								
ENSG00000253250	C8orf88	32.96	ENSMUSG00000086587	Euarchontoglires	ortholog_one2one	94.8718	94.8718	100	100.00	1
ENSG00000234750	RPS2P53	59.48								
ENSG00000188868	ZNF563	42.60								
ENSG00000155099	PIP4P2	35.47	ENSMUSG00000028221	Euarchontoglires	ortholog_one2one	96.4981	96.4981	100	100.00	1
ENSG00000123975	CKS2	38.43	ENSMUSG00000062248	Euarchontoglires	ortholog_one2one	98.7342	98.7342	100	100.00	1
ENSG00000198342	ZNF442	44.79								
ENSG00000239607	RN7SL573P	56.16								
ENSG00000184166	OR1D2	40.42	ENSMUSG00000058275	Euarchontoglires	ortholog_one2one	86.859	86.859	75	100.00	1
